,Date,Open,High,Low,Close,Volume,Adj Close
246,2015-07-13,17787.27,17987.57,17787.27,17977.68,86380000,17977.68
247,2015-07-10,17561.12,17797.49,17561.12,17760.41,85800000,17760.41
248,2015-07-09,17530.38,17764.85,17530.38,17548.62,100520000,17548.62
249,2015-07-08,17759.01,17759.01,17496.22,17515.42,69830000,17515.42
250,2015-07-07,17684.92,17793.45,17465.68,17776.91,105840000,17776.91
251,2015-07-06,17728.08,17734.36,17564.36,17683.58,90130000,17683.58
252,2015-07-02,17763.32,17825.49,17687.52,17730.11,83080000,17730.11
253,2015-07-01,17638.12,17801.83,17638.12,17757.91,87010000,17757.91
254,2015-06-30,17599.96,17714.66,17576.5,17619.51,126460000,17619.51
255,2015-06-29,17936.74,17936.74,17590.55,17596.35,116340000,17596.35
256,2015-06-26,17892.03,18013.15,17892.03,17946.68,158120000,17946.68
257,2015-06-25,17977.11,18036.1,17890.36,17890.36,78990000,17890.36
258,2015-06-24,18139.1,18139.1,17966.07,17966.07,104980000,17966.07
259,2015-06-23,18121.78,18188.81,18108.1,18144.07,75970000,18144.07
260,2015-06-22,18027.63,18181.67,18027.63,18119.78,77780000,18119.78
261,2015-06-19,18116.24,18117.71,18010.58,18015.95,258300000,18015.95
262,2015-06-18,17944.61,18174.73,17944.61,18115.84,94460000,18115.84
263,2015-06-17,17909.58,17998.0,17839.65,17935.74,92410000,17935.74
264,2015-06-16,17787.43,17919.62,17774.12,17904.48,77510000,17904.48
265,2015-06-15,17890.76,17890.76,17698.42,17791.17,91920000,17791.17
266,2015-06-12,18035.83,18035.83,17857.07,17898.84,83760000,17898.84
267,2015-06-11,18001.27,18109.77,18001.27,18039.37,89490000,18039.37
268,2015-06-10,17765.38,18045.14,17765.38,18000.4,96980000,18000.4
269,2015-06-09,17766.95,17817.83,17714.97,17764.04,90550000,17764.04
270,2015-06-08,17849.46,17852.35,17760.61,17766.55,86300000,17766.55
271,2015-06-05,17905.38,17940.78,17822.9,17849.46,89140000,17849.46
272,2015-06-04,18072.47,18087.15,17876.95,17905.58,93470000,17905.58
273,2015-06-03,18018.42,18168.09,18010.42,18076.27,73120000,18076.27
274,2015-06-02,18033.33,18091.87,17925.33,18011.94,77550000,18011.94
275,2015-06-01,18017.82,18105.83,17982.06,18040.37,85640000,18040.37
276,2015-05-29,18128.12,18128.12,17967.74,18010.68,139810000,18010.68
277,2015-05-28,18154.14,18154.14,18066.4,18126.12,67510000,18126.12
278,2015-05-27,18045.08,18190.35,18045.08,18162.99,96400000,18162.99
279,2015-05-26,18229.75,18229.75,17990.02,18041.54,109440000,18041.54
280,2015-05-22,18286.87,18286.87,18217.14,18232.02,78890000,18232.02
281,2015-05-21,18285.87,18314.89,18249.9,18285.74,84270000,18285.74
282,2015-05-20,18315.06,18350.13,18272.56,18285.4,80190000,18285.4
283,2015-05-19,18300.48,18351.36,18261.35,18312.39,87200000,18312.39
284,2015-05-18,18267.25,18325.54,18244.26,18298.88,79080000,18298.88
285,2015-05-15,18251.97,18272.72,18215.07,18272.56,108220000,18272.56
286,2015-05-14,18062.49,18255.21,18062.49,18252.24,91580000,18252.24
287,2015-05-13,18070.37,18132.79,18039.2,18060.49,85180000,18060.49
288,2015-05-12,18096.16,18119.18,17924.8,18068.23,89270000,18068.23
289,2015-05-11,18187.78,18199.95,18089.11,18105.17,86050000,18105.17
290,2015-05-08,17933.64,18205.23,17933.64,18191.11,94960000,18191.11
291,2015-05-07,17840.25,17973.07,17796.94,17924.06,80920000,17924.06
292,2015-05-06,17934.81,18019.75,17733.12,17841.98,100430000,17841.98
293,2015-05-05,18062.53,18086.01,17905.71,17928.2,95340000,17928.2
294,2015-05-04,18026.02,18133.76,18026.02,18070.4,86010000,18070.4
295,2015-05-01,17859.27,18028.89,17859.27,18024.06,91700000,18024.06
296,2015-04-30,18033.33,18033.33,17774.89,17840.52,129180000,17840.52
297,2015-04-29,18093.69,18096.46,17953.69,18035.53,102080000,18035.53
298,2015-04-28,18035.9,18119.65,17917.36,18110.14,124930000,18110.14
299,2015-04-27,18097.89,18175.56,18024.66,18037.97,121110000,18037.97
300,2015-04-24,18056.42,18108.87,18009.08,18080.14,119130000,18080.14
301,2015-04-23,18031.9,18133.03,17966.77,18058.69,100240000,18058.69
302,2015-04-22,17950.82,18056.02,17887.76,18038.27,91260000,18038.27
303,2015-04-21,18034.23,18109.7,17929.63,17949.59,95180000,17949.59
304,2015-04-20,17841.18,18092.22,17841.18,18034.93,103160000,18034.93
305,2015-04-17,18102.56,18102.56,17748.53,17826.3,138860000,17826.3
306,2015-04-16,18106.27,18169.26,18063.86,18105.77,89520000,18105.77
307,2015-04-15,18045.71,18160.52,18045.71,18112.61,113610000,18112.61
308,2015-04-14,17979.11,18075.6,17905.48,18036.7,82830000,18036.7
309,2015-04-13,18052.32,18107.57,17974.81,17977.04,120090000,17977.04
310,2015-04-10,17956.73,18066.76,17945.55,18057.65,116410000,18057.65
311,2015-04-09,17902.51,17984.22,17823.1,17958.73,86740000,17958.73
312,2015-04-08,17877.62,17976.2,17822.23,17902.51,76820000,17902.51
313,2015-04-07,17884.32,17983.12,17871.21,17875.42,72150000,17875.42
314,2015-04-06,17755.5,17941.79,17646.8,17880.85,100850000,17880.85
315,2015-04-02,17699.52,17815.03,17673.49,17763.24,87370000,17763.24
316,2015-04-01,17778.52,17778.52,17585.01,17698.18,103360000,17698.18
317,2015-03-31,17965.37,17965.37,17773.02,17776.12,119470000,17776.12
318,2015-03-30,17727.48,18008.64,17727.48,17976.31,104040000,17976.31
319,2015-03-27,17673.63,17729.14,17630.49,17712.66,103220000,17712.66
320,2015-03-26,17716.27,17759.51,17579.27,17678.23,117740000,17678.23
321,2015-03-25,18012.61,18041.97,17718.54,17718.54,106560000,17718.54
322,2015-03-24,18110.87,18149.24,18010.44,18011.14,87190000,18011.14
323,2015-03-23,18136.73,18205.93,18116.04,18116.04,98030000,18116.04
324,2015-03-20,17961.13,18197.29,17961.13,18127.65,333870000,18127.65
325,2015-03-19,18072.58,18072.99,17934.24,17959.03,107820000,17959.03
326,2015-03-18,17846.8,18097.12,17697.52,18076.19,130950000,18076.19
327,2015-03-17,17972.22,17972.22,17785.79,17849.08,82560000,17849.08
328,2015-03-16,17751.24,17988.5,17751.24,17977.42,101760000,17977.42
329,2015-03-13,17889.05,17889.05,17629.89,17749.31,113620000,17749.31
330,2015-03-12,17626.84,17900.1,17620.49,17895.22,111550000,17895.22
331,2015-03-11,17662.94,17731.78,17627.0,17635.39,102120000,17635.39
332,2015-03-10,17989.56,17989.56,17662.94,17662.94,120450000,17662.94
333,2015-03-09,17856.56,18031.04,17856.56,17995.72,85820000,17995.72
334,2015-03-06,18135.72,18135.72,17825.15,17856.78,113350000,17856.78
335,2015-03-05,18096.9,18160.35,18087.65,18135.72,75840000,18135.72
336,2015-03-04,18203.37,18203.37,18029.5,18096.9,80900000,18096.9
337,2015-03-03,18281.95,18281.95,18136.88,18203.37,83830000,18203.37
338,2015-03-02,18134.05,18288.63,18122.59,18288.63,89790000,18288.63
339,2015-02-27,18213.26,18213.26,18132.38,18132.7,101110000,18132.7
340,2015-02-26,18224.41,18239.43,18157.07,18214.42,81500000,18214.42
341,2015-02-25,18208.67,18244.38,18182.76,18224.57,80480000,18224.57
342,2015-02-24,18112.57,18231.09,18098.73,18209.19,79310000,18209.19
343,2015-02-23,18140.76,18141.21,18054.84,18116.84,83670000,18116.84
344,2015-02-20,17985.77,18144.29,17878.37,18140.44,111390000,18140.44
345,2015-02-19,18028.67,18028.67,17924.6,17985.77,79130000,17985.77
346,2015-02-18,18045.72,18048.7,17982.2,18029.85,75090000,18029.85
347,2015-02-17,18019.8,18052.01,17951.41,18047.58,98760000,18047.58
348,2015-02-13,17968.65,18037.41,17961.76,18019.35,85230000,18019.35
349,2015-02-12,17862.14,17975.65,17862.14,17972.38,117160000,17972.38
350,2015-02-11,17867.86,17897.21,17759.65,17862.14,89890000,17862.14
351,2015-02-10,17736.15,17890.34,17729.24,17868.76,89930000,17868.76
352,2015-02-09,17821.49,17821.49,17685.32,17729.21,81590000,17729.21
353,2015-02-06,17881.54,17951.09,17764.4,17824.29,93610000,17824.29
354,2015-02-05,17677.26,17889.58,17677.26,17884.88,79890000,17884.88
355,2015-02-04,17664.99,17782.22,17603.21,17673.02,102560000,17673.02
356,2015-02-03,17369.97,17670.76,17369.97,17666.4,112860000,17666.4
357,2015-02-02,17169.99,17367.68,17037.76,17361.04,108090000,17361.04
358,2015-01-30,17416.85,17419.9,17156.82,17164.95,168560000,17164.95
359,2015-01-29,17195.29,17433.13,17136.3,17416.85,111690000,17416.85
360,2015-01-28,17402.91,17484.41,17189.0,17191.37,115980000,17191.37
361,2015-01-27,17638.53,17638.53,17288.31,17387.21,135940000,17387.21
362,2015-01-26,17668.11,17696.36,17567.6,17678.7,87220000,17678.7
363,2015-01-23,17812.5,17812.5,17667.53,17672.6,97110000,17672.6
364,2015-01-22,17557.29,17840.89,17482.54,17813.98,111980000,17813.98
365,2015-01-21,17509.96,17599.58,17396.04,17554.28,95530000,17554.28
366,2015-01-20,17516.96,17588.7,17346.73,17515.23,119600000,17515.23
