,0
1397,Banc of America Securities
1398,photogether
1399,McGraw-Hill Companies
1400,SellerCrowd
1401,MedStartr
1402,OLX
1403,New York Life Insurance Company 
1404,Architizer
1405,Manicube
1406,Pictorious
1407,Wildcard
1408,The Huffington Post
1409,Consignd (ERA W'13)
1410,WhoSay
1411,Comverse Technology
1412,HealthKeep
1413,Audicus
1414,BetterCloud
1415,Culinary Agents
1416,ItsPlatonic
1417,BeautyBooked
1418,ALICE
1419,KarmaBox
1420,AnswerQi
1421,For the Makers
1422,English360
1423,Rolling.FM
1424,work|i|o
1425,10gen
1426,Rizm
1427,Openfolio
1428,Bug Labs
1429,PlusScrn
1430,Bluum
1431,Cuurio
1432,Dashbid
1433,wonderMode
1434,CoheroHealth
1435,BrickHouse Security
1436,Beauteeze
1437,Careerosity
1438,itBit
1439,Insensi
1440,Nomad Financial
1441,Teemd
1442,Moda Operandi
1443,panelAd
1444,Paperless Post
1445,Pitch Me
1446,Savile Row Society
1447,StrongArm Technologies
1448,Loosecubes
1449,ClickandSend
1450,Reality Crowd TV Media Corp.
1451,Keep.com
1452,Petflow
1453,Vook
1454,BringMeThat
1455,Opentopic
1456,Traders Circle
1457,Wallflowerme
1458,Oberon Media
1459,Levo League
1460,Renegade Tool Company
1461,Sequential Media
1462,Instigate
1463,Torsh (Today's One Room School House)
1464,"Jastr, Inc."
1465,Patient Communicator
1466,Crowdnetic
1467,Thumbplay
1468,Mode De Faire
1469,Outside.in
1470,Appetite+
1471,Crowdstream (acquired by RadioIO)
1472,HyperPublic
1473,Dating For A Cause
1474,SmileBack
1475,XGraph
1476,CogniFit
1477,Repairogen
1478,BetaBait
1479,MyBeanJar
1480,Joost
1481,FL3UR
1482,QuickMVP
1483,Kahnoodle
1484,VaynerApps
1485,TeachersPayTeachers
1486,"Trello, Inc. "
1487,Synthesio
1488,Mimeo
1489,PASSO
1490,Deliverish
1491,Ridley
1492,REAL COSMETICS
1493,MessageParty
1494,Fitterep
1495,Suddenlee
1496,Parcel
1497,Muserk
1498,treadalong
1499,Connect2Rentals
1500,CareerSonar
1501,Ipreo
1502,FoodtoEat
1503,Avbl
1504,Truman James
1505,Demdex
1506,BlogDash
1507,Books That Grow
1508,EZ-Nite
1509,Aggregift
1510,INDMUSIC
1511,Vive
1512,IMGembed
1513,The Pixel Revolt
1514,NY Tech Day
1515,BotBy.Me
1516,Applico
1517,JD Stop
1518,Everything Butt Art
1519,ReadThisNext
1520,Yackit
1521,Canal
1522,Mousse Partners
1523,WorkoutLabs
1524,dyli
1525,Busy
1526,Intelligize
1527,FreshBeacon
1528,The Techno Tourist
1529,Ensa
1530,Ballooning Nest Eggs
1531,Emrals
1532,Project Eve
1533,Rental Engine
1534,eXelate
1535,BountyJobs
1536,OrganizedWisdom
1537,Reachably
1538,PEX Card
1539,Readability
1540,Venturous LLC
1541,Method Mill
1542,The News Funnel
1543,mYusic
1544,SRD Vision
1545,My Fave Places
1546,Digital Strategy Partners
1547,Buellr
1548,Activibe
1549,NerdyData
1550,GroundLink
1551,Linkstorm
1552,SelectMinds
1553,Hyre
1554,Beachouse Media & Entertainment
1555,Chainge Capital
1556,NYCwireless
1557,Rekordr
1558,Aragorn Technologies
1559,Nov8rix
1560,SponsorPitch
1561,ShopToko
1562,Vaultive
1563,Laugh-Track
1564,Fashion Boot Camp 101
1565,Spotster
1566,Kindrid 
1567,Canvita
1568,Le Book Publishing
1569,RUKUS
1570,Fantasy Buzzer
1571,TRAFFIQ
1572,talktala:_
1573,Unigo
1574,Location Star
1575,United Commerce Solutions
1576,Adspace Networks
1577,Fancy Hands
1578,ResponsiveAds
1579,Gain Capital
1580,Grade Spotter
1581,Truveris
1582,1-800-FLOWERS.COM
1583,SceneNearMe
1584,Revel Partners
1585,RUN > 
1586,Here Is How (ACQUI-HIRED by @policymic)
1587,LavaMap
1588,Pathfinder App
1589,inMedia
1590,SLP
1591,Nerve
1592,Pando Networks
1593,Murmur
1594,Cambridge University Press
1595,FRIENDS with BENEFITS
1596,Shindig
1597,Frederator Networks
1598,"Chartos, Inc."
1599,Quovo
1600,Cellufun
1601,Inartmedia
1602,Tracx
1603,EZBZ
1604,Familybuilder
1605,Myne.com
1606,Visible World
1607,Pipture
1608,HealthiNation
1609,GoCrossCampus
1610,Peacock Equity Fund
1611,Pluto On The Beat
1612,Neat Weddings
1613,Reschedge
1614,Sibyl Vision
1615,Qwanz 
1616,6S Marketing
1617,AppSense
1618,Kipinhall
1619,Soxxy
1620,The Infatuation
1621,Adtuitive
1622,GuessMyStartup
1623,GridApp Systems
1624,Health Guru
1625,RentAStudent
1626,Tracked.com
1627,Constructivist Toolkit
1628,TraceWav
1629,Pure Energy Partners
1630,MeetMoi
1631,JustDecide
1632,Note
1633,Thingl
1634,Unite.Do.Live
1635,Fetch Club
1636,Readingly
1637,Jobstr
1638,DomainPost
1639,B-Reel Products
1640,NightHub
1641,Hackers Of
1642,MedPilot Inc. 
1643,gimme
1644,The Pitch
1645,Workebb
1646,Kobalt Music Group
1647,Joios
1648,Headhuntable
1649,ThroughPuter
1650,TrashX
1651,Mktg
1652,Wee Web
1653,The Royal Palms Shuffleboard Club
1654,Devi's Closet 
1655,BusNear.me
1656,BumpUp
1657,NiteEvo
1658,Brooklyn Films
1659,Envoy
1660,Konfect
1661,Urbful
1662,Stature Suiting
1663,Cloe
1664,Booze Carriage 
1665,Aponia Data
1666,Teckst
1667,WireImage
1668,BigTwist
1669,Wanted Technologies
1670,Plastyc
1671,Urgent Career
1672,Chad D
1673,IdeaRocket
1674,The FCPA Database
1675,Rippleffekt
1676,The Newsmarket
1677,BuyerFirst
1678,Playmatics
1679,Buscan2
1680,Milled
1681,MyBillRegistry
1682,Uncover
1683,Unbiasly
1684,glocal
1685,"Power Light and Sound Company, Inc."
1686,Dasher
1687,Brandibble
1688,Promoxity
1689,Portero
1690,Transparent Billing
1691,The Media Kitchen
1692,HiphopDNA
1693,Healogica
1694,HOOP BOOM
1695,WeShop
1696,Nuxeo
1697,Tom's Apps
1698,"Cortica, Ltd."
1699,TigerTag
1700,Washington Roberts
1701,Q4
1702,Renaissance Technologies
1703,Plough Penny Partners
1704,PushProgress
1705,It's About Time
1706,Popdust
1707,Misys Summit
1708,LifeGunk 
1709,WinrMob
1710,mobAVE
1711,NYTechWomen
1712,Quble
1713,Vanilla
1714,Happy Little Tots
1715,Reservoir Capital Group
1716,InnerCircle
1717,GLocker 
1718,Captivix
1719,Cerco Homes
1720,UltraLinq Healthcare Solutions
1721,Fighting4aCause
1722,WorldWize
1723,Refresh Body LLC
1724,Maison MRKT
1725,Rose Tech Ventures
1726,Cloak
1727,Yaye
1728,FEED THE FIRE
1729,Livekick
1730,Aristotle Circle
1731,Cross Pixel Media
1732,Traiana
1733,Jingle Networks
1734,Histoire
1735,eClothier
1736,Tripology
1737,OpenAction
1738,TripShare
1739,Take-Two Interactive Software
1740,Social Median
1741,Callision Connect
1742,Vision Capital Advisors (NYC)
1743,Valentino Beauty Pure
1744,Centurion Holdings
1745,MetroGuest
1746,Confidential
1747,Klroy
1748,Artnod
1749,Dealwaggers
1750,Salesmoto
1751,RentAGizmo
1752,Hireset
1753,Listly
1754,StartupsNY
1755,Dopamine Inc.
1756,"Philliou Partners, LLC"
1757,MontLee Productions
1758,Chic Sugars
1759,Sentiment360
1760,Efficient Dental Market Systems
1761,gradhub
1762,Denarri
1763,De-Duplication
1764,Derivee Capital Advisors
1765,Old Greenwich Capital Partners
1766,Rent4Me
1767,Perfblogger
1768,NYEBN
1769,ProjectArmy
1770,Encore Dev Labs LLC
1771,"Independent, Like Our Founding Fathers"
1772,Cranial Cradle Crib Mattress Collection
1773,Exact Media
1774,QNY Creative
1775,Develop Link
1776,yourMD
1777,DreamItReel
1778,Yoostar
1779,Pic Spree
1780,Zeenery
1781,Kroll Bond Rating Agency
1782,Emprivo
1783,Brand Value Advisors
1784,LocalSingles
1785,Email Data Source
1786,Gameifesto
1787,MYDISCOUNTHOMES 
1788,FSAStore.com
1789,Spectrum
1790,Econofy
1791,Sound Check Digital
1792,The Birdy
1793,Kwalla
1794,UnionSquare Labs
1795,melbourne wedding receptions
1796,Iwazeer
1797,Angel Delivery
1798,SHEFINDS MEDIA
1799,MerchantPost
1800,Captivate Network
1801,Caffeine
1802,vacant
1803,Micronet
1804,Resolution Photo Fund
1805,Health Enterprise Partners
1806,avVenta
1807,"The Experience Ticket, Inc."
1808,GamedayTV
1809,Beds for Bands
1810,Declaration
1811,BytedBy
1812,DRESS FOR THE DAY 
1813,MyFreeConcert
1814,Diva For Less
1815,Yooka
1816,GRAY MATTER
1817,Lukly
1818,SearchFreelanceJobs
1819,The EyeBook
1820,MilkMade Ice Cream
1821,BrainTracer
1822,OnSpark
1823,Meagan Cignoli
1824,CourseWorld
1825,Stealthy Startups
1826,Uprise Ventures
1827,Hydor Tea
1828,Divi
1829,RedTapeX
1830,Northstar Provisions
1831,CareerTu
1832,Youshoot
1833,Inlooh
1834,Six Dimensions
1835,WEbook
1836,Dream World
1837,Article One Partners
1838,SomethingStorageSystem
1839,Crispy Gamer
1840,Contrafect
1841,DNA Ratings
1842,EVERYDAYGUY
1843,Instablogs
1844,Jingle Punks Music
1845,Wordolia
1846,Hitwise
1847,iTRONYC
1848,Jake Frey Design | NeoCover
1849,Loginaut
1850,Solutions By Us
1851,Enigmatter
1852,MadProps
1853,nowUmatter
1854,SeamlessTL
1855,FlyNY
1856,AlpInvest Partners
1857,Syndicate Media Group
1858,Auto Transport Ranking
1859,A Great Big City
1860,Syntelex
1861,Let's Go Home
1862,Resonant
1863,BizBash Media
1864,Skyocean International Trading 
1865,Highbridge/Constellation Ventures
1866,SoTechie Spaces
1867,BP Vance Real Estate
1868,abchome.com
1869,kyoupd
1870,InformaTrip
1871,Club Millionaires International
1872,Urban Confidence
1873,Cordwainers NYC
1874,F Link Platforms
1875,Adventurable Entertainment Network
1876,Script Manual
1877,Infinifest
1878,S.I.N.N (sellitnowny)
1879,Cashpundit Inc
1880,4 to go
1881,SpeakerFace LLC 
1882,Preferred Return
1883,New Mountain Capital
1884,Convead
1885,medX
1886,GetSnippy
1887,Fill My Blank
1888,YouFantasySports
1889,Blitz
1890,F & W Consulting
1891,Top Image Systems
1892,BayesianWitch
1893,MDHuddle
1894,Ingress Capital
1895,Helios Group Inc.
1896,DialogMD
1897,Musallah
1898,Room Visit
1899,LunchPath
1900,Waywire Networks
1901,Squarevibe Inc.
1902,LiiiiKE Shopping
1903,Push It - Simple Messaging
1904,Social Data Collective
1905,Shift Forex
1906,InspireInYou
1907,Hack Pack
1908,ContentMode Magazine and Digital Media 
1909,Health Guru Media
1910,Brand Tap
1911,Millennium MusicMedia
1912,Original Sin Hard Cider
1913,Mama411 
1914,Kizbit Enterprises
1915,Sam's Clan
1916,Tastequesting
1917,"MicroEdge, a Vista Equity Partners Company"
1918,Moglue
1919,Bootstrap Software
1920,Classic Car Club
1921,Skimling
1922,Bonds.com
1923,Dee's Virtual Services
1924,ShoeToot
1925,Roomster
1926,XXX
1927,FollowThis
1928,BigPlatform
1929,Kooplu
1930,Hearticle
1931,cre8te
1932,AppLaunch
1933, Carlton Hobbs Antiques
1934,Derivix
1935,Thumb Labs
1936,CollegeXclusive
1937,PCCare247
1938,AnythingfromAmerica
1939,TapMedia
1940,MonkeyBananaRaffle
1941,Lightscape
1942,Name Redacted Technologies
1943,Time-Peace
1944,Be Your Greatest Self
1945,Kickstreams
1946,"Chris Limbrick Studios, LLC"
1947,Liz & Ett
1948,Glabex.com
1949,Cogzidel Technologies
1950,Organicaffe
1951,Dunkin Donuts Baskin Robbins Long Island
1952,MADEO
1953,Option4
1954,New Opportunities through Writing
1955,Impact Venture Partners
1956,Chello
1957,Pockets Change
1958,Mariko
1959,Icon Investments
1960,PERFECT FORM
1961,WayCount
1962,Tribrio
1963,Streaker Sports
1964,Tilting Point
1965,Triumps
1966,Stonehill Educational Consultants
1967,Pixies iPhone App
1968,GiftHawk
1969,"Thanks, Bro"
1970,LeTaoUSA
1971,Stappler
1972,NYLA By Scott Inc.
1973,Lawlternate
1974,Throwdown
1975,AA Design NYC LLC
1976,TwoStrap
1977,Extricom
1978,Redcape Investments
1979,The Imprintery
1980,Andrew Kaz
1981,Quipbook.com
1982,Ultra
1983,Matador
1984,The Carib Shack
1985,Shadow
1986,Coin Sachs
1987,New Business & Brand Strategy Consultant
1988,FlyFeel
1989,BeauGen 
1990,We Are Visual Animals
1991,CitiVegan
1992,Soldi app
1993,Sterling Infosystems
1994,Brazilian Pro
1995,Pfizer Venture Investments
1996,Tone
1997,WhyDidX
1998,Rapidsoft Technologies
1999,BusinessBlocks
2000,Incorporated Protections
2001,Tous Crepes
2002,FRM Study Course
2003,Professional Speakers Federation
2004,Paulette Sherman Group 
2005,PriceRide
2006,AnonymAsk
2007,S/B Factory New York
2008,YOGASMOGA
2009,Kadmon
2010,AIG Highstar Capital
2011,Owsnap
2012,NYVC Sports
2013,Dow Jones & Co.
2014,Paycial
2015,DecoContempo
2016,DJ's Corner
2017,Averity
2018,"Advanced Neural Metrics, Inc."
2019,GutMojo
2020,Charitable.org
2021,MyDailyThread
2022,Hypokrit Theatre Company LLC
2023,How to be a Redhead 
2024,Techlabs 
2025,Footprint
2026,Legen Jewelry Studio Inc
2027,Sharestates
2028,Urble
2029,KeepUpdated
2030,db avant garde
2031,Zoimo
2032,Taskdoer
2033,Tracer Capital Management
2034,Chase Capital Partners
2035,johny beat
2036,Bytemark
2037,Twimera
2038,WHObyYOU
2039,MartaMall
2040,A+E Networks
2041,Hawoof
2042,Slyva
2043,Vocobook
2044,Easy Life
2045,Clouds
2046,DealFlow Media
2047,Project 2020
2048,Collegebound Airlines
2049,Extra Edge Training
2050,Epicenter Consulting
2051,Hamilton Investment Partners
2052,Shopsies
2053,Free Bread
2054,abc
2055,RankPage
2056,atristmash.com
2057,FERALD
2058,Exentriq1
2059,SendNFix
2060,SocialMediaAge.com
2061,We Are Hunters
2062,Fly Invoice
2063,VoiceCount Surgical
2064,Lord Midas
2065,Whizkidz Consultants
2066,Sweet Submarine
2067,Digital Surrogate Corp
2068,MMappSoft
2069,Backlash Solutions
2070,XYZ Computing
2071,Three Knights Capital
2072,Something Wonderful
2073,Simplex Software Development
2074,Lansky's Food & Beverage Corporation
2075,buzzCab
2076,Mighty Mite Dog Gear
2077,Real E-Stats
2078,She She Kouture Clothing and Accessories
2079,Fluttr
2080,larlusa
2081,Allure Plastic Surgery
2082,Retail Stealth Startup
2083,Nonna's L.E.S. Pizzeria
2084,SkinnybyTara
2085,Romanoff S.A
2086,NYMusic:Tech Meetup
2087,"Minors II Major Productions, Inc."
2088,Curations Limited
2089,Urban Motion
2090,Tattoo Crowd
2091,Impulsify
2092,Google Apps Security
2093,EcoTrash
2094,Vounter
2095,Shooloo Inc.
2096,Spok Global
2097,Sly And Swift
2098,LawVisors
2099,everyonetobuy
2100,UPLO LLC
2101,Spiralfrog
2102,Pink Wisdom
2103,No Name Yet
2104,Joe Doucet Studio
2105,The Briar Foundation
2106,as one
2107,Kiss Me Deadly Rock Opera by trickedEVE
2108,Pulpweave
2109,Jeffrey Hamburg
2110,Etanzanite Shop
2111,Escalate
2112,Silurgy
2113,Tunespotter
2114,Wireless Television Group
2115,Digital 7 Music Group
2116,Tomboy Shop
2117,Gefinor Capital
2118,Aisling Capital
2119,Clutter Media LTD
2120,Appliances Connection
2121,Online Armodafinil at buystrip
2122,Mediaverse
2123,RecoveryTools
2124, Uncle Sam's New York Tours
2125,cheap-laptop-batteries.net
2126,TraderTools Inc.
2127,WFD Ventures
2128,Capital New York
2129,Fast Society
2130,Decima Ventures
2131,Needham Capital Partners
2132,Kanvas Labs
2133,KnowledgeWoods Consulting
2134,Monoclu
2135,Wummelbox
2136,UGO Entertainment
2137,AHAlife.com
2138,3W Experience
2139,MK8
2140,Accelerant Capital Partners
2141,Catalyst Investors
2142,MediaFuse
2143,ProCure Treatment Centers
2144,Altpoint Capital Partners
2145,TZP Group
2146,NewWorld Capital Group
2147,eCyberMedia Inc.
2148,Digital Entertainment Ventures (DEV)
2149,Valor Capital Group
2150,BrandCont
2151,AsoboGo
2152,Kiboo.com
2153,Vault Travel
2154,Ferric Semiconductor
2155,Blackaeon International
2156,Ergomorphis
2157,paymio
2158,Poolami
2159,WebVet
2160,4 PLAY
2161,Plum Law Jobs
2162,Broadfin Capital
2163,MGOODTECH INC
2164,ExlService Holdings
2165,Scientific Media
2166,Welsh Carson Anderson & Stowe
2167,Ezytire
2168,PS DEPT.
2169,Quadrangle Group
2170,The House Designers
2171,ZIOPHARM Oncology
2172,PanAfrican Investment Co.
2173,Direct Message Lab
2174,explorequotes
2175,Tinicum Capital Partners II
2176,SetDR.ORG
2177,Flicstart
2178,Motistic
2179,Machine Elf Consulting and Development
2180,ASPHostPortal.com
2181,Silence Pact
2182,WaWaPoP
2183,SureViagra
2184,Personal Dating Assistants
2185,Elevatr
2186,V Revolution 
2187,ecom-offshorepayments
2188,mycompany
2189,Alpinely
2190,EZTaxPros LLC
2191,"AcceleWeb, Inc."
2192,AKSI LT
2193,MuniMeter.com
2194,HEB Holding International
2195,TopFitnessApps.com
2196,Vertical Disruption Labs
2197,PerformLine
2198,Waves
2199,pro-imaj
2200,wowoeat Inc
2201,Stream Alliance International
2202,Vanish
2203,F.N.U.E Jewelry
2204,Kidron
2205,littlemore
2206,Clayton Dubilier & Rice
2207,Hudson Education Group
2208,New York Legends
2209,RecomHub
2210,LawVisors
2211,ChoisiMode
2212,Cap-Meridian Ventures
2213,MidOcean Partners
2214,Data Driven Delivery System
2215,NGN Capital
2216,Vivaldi Biosciences
2217,BreakTheCrates.com
2218,Cross Atlantic Partners
2219,InnFocus
2220,ClearBridge Investments
2221,Hudson Bay Capital Management
2222,Hudson Ferry Capital
2223,W Capital Partners
2224,BrandFiesta
2225,WiNetworks
2226,PerSay
2227,DocumentCloud
2228,1000museums.com
2229,YouTube Web Academy 
2230,Perceptive Advisors
2231,J.P. Morgan Partners
2232,Acacia Interactive
2233,Arcus Ventures
2234,Daring Journey Ventures
2235,New Science Ventures
2236,Ramius Advisors
2237,Athyrium Capital Management
2238,Hanger Network In-Home Media
2239,4 PLAY
2240,easy2comply (Dynasec)
2241,C-Vibes
2242,Simparel
2243,Thundermark
2244,OKDJ.fm
2245,Gladwyne Partners
2246,Veronis Suhler Stevenson
2247,Litigain
2248,Udorse
2249,SalonBooker
2250,SupplySeeker.com
2251,PartSimple
2252,AppFund
2253,AJ Consulting
2254,Enigma Technologies
2255,Quickcomm Software Solutions
2256,BricaBox
2257,Tadcast
2258,Executive Intermediary
2259,SpaBooker
2260,LeaderNation
2261,Berkley Networks
2262,SCP Worldwide
2263,Fiducioso Advisors
2264,SpinTheCam
2265,EpicAds
2266,YellowPin
2267,Bregal Sagemount
2268,21Ventures
2269,Hudson Ventures
2270,Triples Media
2271,Dolphin Equity Partners
2272,Enumeral Biomedical
2273,GMI Ratings
2274,Apple Tree Partners
2275,IntelliCell™ BioSciences
2276,GMG Capital Partners
2277,Spreadsave
2278,Radius Ventures
2279,Everyware Global
2280,Vocal IP Networx
2281,Dawntreader Ventures
2282,Clever Goats Media
2283,Gamestaq
2284,77 Ventures
2285,CIP Capital
2286,Newlight Management
2287,Logispring
2288,QE Ventures
2289,BragThis.com
2290,Footbits
2291,RiverWired
2292,Logicworks
2293,NorthStar Realty Finance
2294,Investcorp Gulf Investments
2295,Sopris Capital
2296,VC VISION
2297,mWater
2298,General Motors Investment Management
2299,Virgin USA
2300,Vatera Healthcare Partners
2301,Dynamix.tv
2302,Touradji Capital Management
2303,Aquiline Capital Partners
2304,EverPower
2305,Lazard Technology Partners
2306,Leeds Equity Partners
2307,GlobeTrotr.com
2308,Aperture Venture Partners
2309,Meyer Ventures
2310,Firefly Video
2311,Tailwind Capital
2312,People's Software Company
2313,Ascent Biomedical Ventures
2314,TripConnect
2315,SaaS Capital
2316,Wall Street Technology Partners
2317,Space Race
2318,Oligomerix
2319,Monomoy Capital Partners
2320,Silicon Alley Venture Partners
2321,Clearpoint Ventures
2322,CHIC.TV
2323,PlumTV
2324,Signet Healthcare Partners
2325,Gersh Venture Partners
2326,Silver Lining Limited
2327,Tango Publishing
2328,BVM Capital
2329,Tube2Tone
2330,New Silk Route
2331,farepie LLC
2332,NextNine
2333,My eShoe
2334,Coridea
2335,Kingfish Labs
2336,RK Ventures Group
2337,The Argentum Group
2338,Therasis
2339,IBN Media
2340,Zylie the Bear
2341,CM Equity Partners
2342,AlmondNet
2343,PerTrac Financial Solutions
2344,Bendigo Partners
2345,Albion Investors
2346,Workube
2347,SG Americas Securities
2348,Peeractive
2349,Asset Alliance
2350,I2BF Venture Capital
2351,DB Capital Ventures
2352,Applied Minerals
2353,Centrecourt Asset Management
2354,Truly Wireless
2355,Greenhill Capital Partners
2356,I Had Cancer
2357,Centurion Venture Partners
2358,Paramount BioCapital Asset Management
2359,Engagement Media Technologies
2360,Wand Partners
2361,KnowFu
2362,localbacon
2363,Scorpion Capital Partners
2364,The Lambda Funds
2365,OfferIQ
2366,Amalgamated Capital
2367,Trading Metrics
2368,SeeToo
2369,Merlin Biomed
2370,Ringleadr.com
2371,Crazy Blind Date
2372,whereIstand.com
2373,MacAndrews & Forbes Holdings
2374,Conexus-IT
2375,Clear Story Systems
2376,Alt Option Return
2377,Laurus Funds
2378,The BondFactor Company
2379,Stemline Therapeutics
2380,ZIG Capital
2381,Optimus3
2382,Media Retrievers
2383,Salmon River Capital
2384,Tiptree Financial
2385,Greentech Capital Advisors
2386,Urban Interns
2387,in2apps
2388,Progressive Book Club
2389,SimulScribe
2390,Wafra Partners
2391,Wolfensohn & Company
2392,Hyperpot
2393,Earthrise Capital Partners
2394,Privcap
2395,Diva Communications
2396,Action Products International
2397,Amphion Innovations
2398,Quantus Holdings
2399,Integrated Trade Processing
2400,Connexin Software
2401,Promosome
2402,Veotag
2403,Voxel (Internap)
2404,Nimble TV
2405,Wakozi
2406,Anavex
2407,VocalizeLocal
2408,Sycamore Partners
2409,TH Lee Putnam Ventures
2410,Lyrical Partners
2411,mobintent
2412,Crowd Play
2413,SIZESEEKER
2414,KidzVuz
2415,Greenlight Capital
2416,Noson Lawen Partners
2417,Imagen Biotech
2418,Riverbank Capital Securities
2419,GoLark
2420,Enhanced Equity Fund
2421,Caxton Advantage Life Sciences Fund
2422,Wider Wake Networks
2423,Eureka Capital Management
2424,BrabbleTV.com
2425,AdviceIQ
2426,Fliqq
2427,Remedy Pharmaceuticals
2428,Diker Management
2429,Ambistia Ventures
2430,SheZoom
2431,The Tyra Banks Company
2432,Morgan Stanley Private Equity
2433,FertilityAuthority
2434,Ingleside Investors
2435,FacePaint
2436,NetSpark
2437,Bioenvision
2438,MetaModix
2439,Selway Partners
2440,VisitorsCafe
2441,Networked Organisms
2442,Manhattan Labs
2443,JuiceBoxJungle
2444,Barron Partners
2445,FanGager (MyBrandz)
2446,Intuitive Venture Partners
2447,Casdin Capital
2448,Empressr
2449,Egret Capital Partners
2450,Relmada Therapeutics
2451,Persistency Capital
2452,Eclipse Market Solutions
2453,Intra-Cellular Therapies
2454,SoundRoadie
2455,CondoDomain
2456,Emigrant Capital
2457,Game Trust
2458,Zoomabet
2459,Babson Capital Management
2460,Today Tix
2461,Urgent Group
2462,Hey Neighbor!
2463,WebStudiyo Productions
2464,SocialReport.com
2465,Lit Building Directory
2466,YouDocs Beauty
2467,Advaliant
2468,Praesidian Capital
2469,J. Burke Capital Partners
2470,Spacebikini
2471,Flag Day Consulting Services
2472,Heartbeat Software
2473,Security Growth Partners
2474,Surreal Games
2475,KBL Healthcare Ventures
2476,Mustreal
2477,Axsome Therapeutics
2478,Angiocrine Bioscience
2479,Spinner Asset Management
2480,Crossborders
2481,for; to (do) Centers
2482,Playdate App
2483,JGD Management
2484,KartMe
2485,Dove Capital Partners
2486,Life Care Medical Devices
2487,3G Capital Partners
2488,Loxo Oncology
2489,Eos Partners
2490,Southpoint Capital Advisors
2491,Manhattan Scientifics
2492,artandseek
2493,KwiClick
2494,Monster
2495,Flatiron Apps
2496,Constellation Growth Capital
2497,BuzzVote
2498,Centrl
2499,Surfwax Media
2500,Tenex Capital Management
2501,Intercept Pharmaceuticals
2502,Soweso
2503,TV Interactive Systems
2504,Sword.com
2505,Highbridge Principal Strategies Growth Equity
2506,Islet Sciences
2507,GlobalOne Group
2508,SparkLix
2509,InterMedia Partners
2510,AndroBioSys
2511,MisoTrendy
2512,By/Association
2513,Plutus Capital
2514,Zoom Media & Marketing - United States
2515,NEST Fragrances
2516,NewYork60.com
2517,LifeOnKey
2518,VR1
2519,Click Sell Buy
2520,Lev Pharmaceuticals
2521,Flicksquare
2522,WikiYou
2523,Paine & Partners
2524,Mitsui Private Equity
2525,SoStupid.com
2526,LegalSherpa
2527,Ad Summos
2528,Secure Fortress
2529,SocialGreat
2530,My Sourcebox
2531,Twibingo
2532,Wave Universal
2533,FANCHEST
2534,DealMarket
2535,Mediant Communications
2536,Merlin Nexus
2537,Russia Partners
2538,Fundation
2539,New York Venture Capital Association (NYVCA)
2540,Perppl
2541,DMC Worldwide
2542,A P F Naples investment 
2543,Spindle Research
2544,Diligent Board Member Services
2545,AECOM Capital
2546,Saavn
2547,Status
2548,Homejoy
2549,Wonolo
2550,-
2551,BrightFunnel 
2552,Philz Coffee
2553,StumbleUpon
2554,Treatful
2555,Podo Labs
2556,Piggybackr
2557,SimplyInsured
2558,Zendesk
2559,CrowdCall
2560,Storify
2561,Algolia
2562,"Hampton Creek, Inc. "
2563,Trulia
2564,Conversa Health
2565,HeartThis
2566,Pulse
2567,Plethora
2568,CommitChange
2569,Sessions
2570,Entelo
2571,HashFast
2572,1-Page 
2573,Deeno
2574,SWIG!
2575,AppMesh
2576,Consumer by Flight.vc
2577,Shoptouch
2578,Glow
2579,Yevvo
2580,Singly
2581,Tripping.com
2582,Pivotal Labs
2583,Savvy
2584,Live Nation Labs
2585,Zaption
2586,Mindie
2587,BloomSpot
2588,BandPage
2589,Keepy
2590,Cater2.me
2591,Loopd
2592,StartupKit - Work smarter not harder
2593,Wednesday Night
2594,California Labs (Loop)
2595,Comendi
2596,Omies
2597,Eyegroove
2598,POPSUGAR
2599,HashRabbit
2600,Exposure
2601,3Scan
2602,Airtable
2603,MyHealthTeams
2604,SixDoors
2605,ollo wearables 
2606,Expresso
2607,GoodAudience
2608,ClearSlide
2609,Alumnify
2610,Elluva 
2611,PointsHound
2612,Roomeo
2613,Broadway Angels
2614,GoodPeople
2615,Wingtip
2616,Thiel Capital
2617,Blurb
2618,Prosper Marketplace
2619,Solum
2620,Castlight Health
2621,Tog+Porter
2622,Trance
2623,Parklet
2624,Dygest
2625,SPOTS
2626,PlotBox
2627,Book A Boat
2628,OpenROV
2629,Evertoon
2630,Enlitic
2631,XS: Action Sports
2632,OnboardIQ
2633,drone.io
2634,SkyDrop
2635,Reppify
2636,Innovalley
2637,Boomtown!
2638,SiliconPrime
2639,Filmzu
2640,Orankl
2641,LOYAL3
2642,Uversity
2643,RushTix
2644,Timeline
2645,LivingCannabis
2646,angelMD
2647,Pins
2648,Mattr
2649,Joyus
2650,RunWilder
2651,Drumleaf
2652,Coveroo
2653,BTCPoint
2654,Standard Cyborg
2655,SWOL
2656,Knowtify.io
2657,Lugg
2658,Mocana
2659,CoinBeyond
2660,FreeBusy
2661,WibiData
2662,Playviews
2663,Ebates
2664,Pontaba
2665,Weeleo
2666,Desks Near Me
2667,Trazzler
2668,Tred
2669,Estately
2670,Appetas (Acquired by Google)
2671,Tango Card
2672,Freak'n Genius
2673,Comr.se
2674,Leafly
2675,Tripcierge
2676,Showqase
2677,PayScale
2678,Seconds
2679,Tomo
2680,Funtini
