entity_name,primary_issuer_city,primary_issuer_state_or_country_description,industry_group_type,total_investors
durant partners master fund lp,grand cayman,cayman islands,pooled investment fund,8
"skusuite, inc.",new york,new york,business services,0
"quest management investors, llc",pleasant prairie,wisconsin,other,4
"801 west asia access fund, lp",portland,oregon,pooled investment fund,10
"pomegranate real estate partners, llc",pepper pike,ohio,commercial,1
select index iv llc,wilmington,delaware,investing,4
greenoaks capital ms lp - vauxhall series,san francisco,california,pooled investment fund,0
"waypoint adelaide sr investors, lp",stamford,connecticut,other real estate,58
"quest investment holdings, llc",chicago,illinois,other,67
"power 5 conference student housing i, dst",ladera ranch,california,other real estate,2
jupiter palms llc,duxbury,massachusetts,residential,8
"mdi therapeutics investors, llc",novi,michigan,pharmaceuticals,0
"mpc ga 2018 ahi icf 5, llc",atlanta,georgia,other real estate,0
"molpus woodlands fund v, l.p.",jackson,mississippi,pooled investment fund,12
"molpus woodlands fund v, l.p.",jackson,mississippi,pooled investment fund,12
"gso rescue finance fund iii, l.p.",new york,new york,pooled investment fund,564
brightstone cleveland investors llc,monsey,new york,residential,76
galaxy plus fund - nuwave matrix feeder fund (512) llc,chicago,illinois,pooled investment fund,1
dh tge ltd,"road town, tortola","virgin islands, british",other technology,0
galaxy plus fund - greenwave flagship plus feeder fund (515) llc,chicago,illinois,pooled investment fund,1
"closed loop plastics, inc.",irvine,california,manufacturing,6
"closed loop plastics, inc.",irvine,california,manufacturing,5
"codex labs, inc.",dover,delaware,other,10
"fc roberts 8, llc",anaheim,california,other real estate,0
finest resources llc,raleigh,north carolina,other,6
ourcrowd (investment in arbe) israel l.p.,jerusalem,israel,pooled investment fund,3
"syminar, inc.",san jose,california,other technology,5
"tops software holdings, llc",clearwater,florida,other technology,1
"gso rescue finance fund iii (offshore), l.p.",new york,new york,pooled investment fund,42
allianzgi structured alpha u.s. fixed income 250 llc,new york,new york,pooled investment fund,4
"columbia pacific real estate fund iii, l.p.",seattle,washington,pooled investment fund,56
"yaguara, inc.",denver,colorado,other,1
"viking pure solutions, llc",port orange,florida,manufacturing,1
cyberdeck games llc,bethesda,maryland,other technology,1
ria cooperative brewing inc.,boston,massachusetts,restaurants,8
cmap emso fund ltd,grand cayman,cayman islands,pooled investment fund,1
flix entertainment llc,round rock,texas,restaurants,3
"sambanova systems, inc.",palo alto,california,computers,11
ferryman broadway limited partnership,new york,new york,other,0
"pi legacy fund i, llc",parker,colorado,reits and finance,0
"trecap promenade partners, llc",houston,texas,commercial,17
galaxy plus fund - emil van essen stp feeder fund (516) llc,chicago,illinois,pooled investment fund,1
"csc abq realty capital, llc",portland,maine,residential,20
galaxy plus fund - lrr feeder fund (522) llc,chicago,illinois,pooled investment fund,1
"farm truck fresh, lp",chualar,california,agriculture,4
"fc elm vista 38, llc",anaheim,california,other real estate,56
"ea sunscape, llc",aledo,texas,residential,40
galaxy plus fund - john street feeder fund (524) llc,chicago,illinois,pooled investment fund,3
"merida capital partners, lp",new york,new york,pooled investment fund,89
pier proprietary domestic feeder lp,el segundo,california,pooled investment fund,16
"aon private credit opportunities fund, llc",chicago,illinois,pooled investment fund,0
"two six labs holdings, inc.",arlington,virginia,other technology,2
hotel acquisitions 2 llc,wilmington,delaware,other real estate,68
"allotex, inc.",boston,massachusetts,other,2
sig medical corp.,hershey,pennsylvania,other health care,13
"bga horizon fund, llc - bvxii series",boston,massachusetts,pooled investment fund,48
"mrp port ii, llc",st. louis,missouri,commercial,46
"travel labs, inc.",maple grove,minnesota,other technology,19
eqt mid-market credit ii (eur levered no.1) scsp,luxembourg,luxembourg,pooled investment fund,0
wi west 23rd llc,kansas city,missouri,commercial,3
"rmwc direct lending opportunities fund iii, lp",palo alto,california,pooled investment fund,0
madison park investors 5 llc,oakland,california,other real estate,72
"ballyhoo media, inc.",miami,florida,other,7
block bits aml holdings llc,san francisco,california,investing,25
"cypressbrook finfeather, lp",the woodlands,texas,residential,68
"playa vista value, lp",playa vista,california,pooled investment fund,4
"cc mutual, llc",henderson,nevada,investing,0
"vwp dvf investor, llc",phoenix,arizona,commercial,13
phoenix crypto trading llc,woodridge,illinois,other banking and financial services,1
casa inc.,charleston,south carolina,other technology,19
rubicon markets inc.,new york,new york,other technology,26
watusi capital corp,vancouver,"british columbia, canada",other,263
chantico asheville lp,white plains,new york,other banking and financial services,1
evoeco inc.,seattle,washington,other technology,1
fireweed zinc inc.,vancouver,"british columbia, canada",other,10
"3010 carpenter investments, llc",cary,north carolina,commercial,19
"ca 5150 holdings, llc",orange village,ohio,commercial,37
villa de oro llc,austin,texas,residential,3
"channing stoneridge iii investors, l.p.",cleveland,ohio,commercial,36
channing westerville limited partnership,pepper pike,ohio,commercial,32
"orpheus to broadway, ltd liability co",new york,new york,other,0
"channing orleans square investors, llc",cleveland,ohio,commercial,52
"basa petrofund ii, l.p.",dallas,texas,oil and gas,0
"digital base, lp",grand cayman,cayman islands,pooled investment fund,21
lodge on perrin creek llc,austin,texas,residential,3
"wings of eagle fund i, llc",san francisco,california,pooled investment fund,0
cma digital studios llc,chicago,illinois,other,1
"silverton mob, lp",dallas,texas,commercial,0
1607 capital domestic equity fund lp,richmond,virginia,pooled investment fund,1
"trust tree, llc",portland,oregon,restaurants,0
hup sylvan llc,seattle,washington,commercial,38
cma digital studios llc,chicago,illinois,other,1
"march capital opportunity fund iii, lp",san francisco,california,pooled investment fund,0
"sve capital, llc",palo alto,california,pooled investment fund,2
"tca flagler, llc",charlotte,north carolina,pooled investment fund,7
toast beverages llc,dorset,vermont,other,4
ethex llc,san francisco,california,other technology,1
smokey joe's cafe new york revival ltd liability co,new york,new york,other,25
ys tbg multirep xi llc,new york,new york,pooled investment fund,0
cryopeak lng solutions corp,richmond,"british columbia, canada",oil and gas,1
"yaesta.com, inc.",quito,ecuador,other technology,38
"jlj fund i, llc",pine brook,new jersey,reits and finance,0
"sprizzi bev-co., inc",colton,california,manufacturing,0
durational walker lp,new york,new york,pooled investment fund,1
"hope portal services, inc.",holmdel,new jersey,other technology,2
"gough relative value fund, lp",san francisco,california,pooled investment fund,0
"realty mogul 109, llc",dover,delaware,commercial,48
hunt club inc.,chicago,illinois,other,28
bitrewards pte.ltd.,singapore,singapore,other technology,0
"tig digital asset fund, llc",chicago,illinois,pooled investment fund,0
"beer plus, inc.",denver,colorado,other,0
"dronesense, inc.",austin,texas,other technology,7
galaxy plus fund - qim feeder fund (526) llc,chicago,illinois,pooled investment fund,3
galaxy plus fund - tt feeder fund (531) llc,chicago,illinois,pooled investment fund,1
pm coinvest a lp,los angeles,california,investing,0
"bow street special opportunities fund xiv, lp",new york,new york,pooled investment fund,8
"dc labs, llc",little rock,arkansas,agriculture,4
"cypressbrook partners finfeather, lp",the woodlands,texas,residential,9
"finch therapeutics group, inc.",somerville,massachusetts,biotechnology,14
"cuenca, inc.",san francisco,california,other banking and financial services,2
coinvest llc,las vegas,nevada,computers,0
"bow street special opportunities fund xiv cayman, ltd.","george town, grand cayman",cayman islands,pooled investment fund,1
"mds 2018-marcellus shale development, lp",kittanning,pennsylvania,oil and gas,0
galaxy plus fund - doherty feeder fund (528) llc,chicago,illinois,pooled investment fund,1
galaxy plus fund - adg systematic macro feeder fund (530) llc,chicago,illinois,pooled investment fund,3
"nre austin investors, llc",los angeles,california,residential,15
"deeloh technologies, llc",st. paul,minnesota,other technology,7
"new state capital partners fund ii, lp",larchmont,new york,pooled investment fund,26
"gateway 30, llc",portland,oregon,residential,10
"kingfisher select iv, lp",san francisco,california,pooled investment fund,87
"qiming venture partners vi, l.p.",grand cayman,cayman islands,pooled investment fund,0
b series of chasm capital fund management llc,new york,new york,pooled investment fund,0
health views,reston,virginia,tourism and travel services,1
"spyglass-wilmington, llc",demarest,new jersey,residential,31
thames stone ventures llc,new york,new york,other,3
"innovatus structured credit real estate offshore fund i, lp",grand cayman,cayman islands,pooled investment fund,0
"devmar 16th street, llc",bingham farms,michigan,other real estate,24
"carenexis, llc",raleigh,north carolina,other,1
pcm2 co-invest llc,new york,new york,pooled investment fund,18
generation bio co.,cambridge,massachusetts,biotechnology,26
paulson credit opportunities ii ltd.,grand cayman,cayman islands,pooled investment fund,0
garrett 2 - phase 2 gy joint venture,dallas,texas,oil and gas,0
"centersquare value-added fund iv, l.p.",plymouth meeting,pennsylvania,pooled investment fund,0
dominion fiduciary services (malta) ltd as trustee of the third dominion retirement plan,st. julian's,malta,pooled investment fund,0
dominion fiduciary services (malta) ltd as trustee of the dominion eu retirement (us qualified) plan,st. julian's,malta,pooled investment fund,2
"neuralmagic, inc.",cambridge,massachusetts,other technology,5
"grillo's pickles, inc.",needham,massachusetts,other,2
"4blue dining partners, llc",ann arbor,michigan,other,7
corcom inc \nv,sparks,nevada,computers,3
"paulson credit opportunities ii, l.p.",new york,new york,pooled investment fund,0
cifc senior secured corporate loan fund 2013-i ltd.,grand cayman,cayman islands,pooled investment fund,10
"aerospace, transportation & logistics fund ii lp",new york,new york,pooled investment fund,0
fire cannabis inc.,toronto,"ontario, canada",other,46
"spruce up, inc.",seattle,washington,other technology,10
"thrasher enterprises, inc.",bessemer,alabama,retailing,1
"medproperties fund iii, lp",dallas,texas,other real estate,0
"trilliant surgical, llc",houston,texas,other health care,1
"sylvan partners, llc",nashville,tennessee,restaurants,15
"theraly fibrosis, inc.",germantown,maryland,pharmaceuticals,3
"loanable, llc",durham,north carolina,other,5
y2fl! inc.,santa monica,california,other technology,3
broadway studios equities llc,new york,new york,commercial,2
nview medical inc.,salt lake city,utah,other technology,1
