entity_name,primary_issuer_city,primary_issuer_state_or_country_description,industry_group_type,total_investors
scp private credit income fund l.p.,new york,new york,pooled investment fund,0
"corvus delta fund, l.p.",san francisco,california,pooled investment fund,0
yuntone capital corp.,vancouver,"british columbia, canada",other,1
belltex assets iii llc,waco,texas,residential,0
"woodford horizontal project #20, llc",dallas,texas,oil and gas,4
"mount elbert capital partners fund 1, lp",denver,colorado,reits and finance,5
"iconiq strategic partners ii co-invest, l.p. (series st-2)",san francisco,california,pooled investment fund,0
"punch nano cap partners i, llc",edina,minnesota,pooled investment fund,5
"menta gls master, l.p.",george town e9,cayman islands,pooled investment fund,0
edgecore jv 1 anchor g lp,denver,colorado,reits and finance,2
"iconiq strategic partners iii co-invest, l.p. (series sf)",san francisco,california,pooled investment fund,0
powergrow llc,phoenix,arizona,environmental services,9
"iconiq strategic partners co-invest ii, l.p. (series int)",san francisco,california,pooled investment fund,0
"limeloop, llc",emeryville,california,other,3
"nct ventures opportunity fund, l.p.",columbus,ohio,pooled investment fund,0
"hera 1919, llc",chandler,arizona,residential,8
whitecliff/somnetics l.p.,edina,minnesota,investing,0
tbc iii llc,richmond,virginia,other energy,25
dubose model home investors 204 lp,escondido,california,residential,4
connexion health llc,lancaster,pennsylvania,other technology,2
franklin street partnership llc,washington,district of columbia,other real estate,38
exchangeright net leased portfolio 20 dst,pasadena,california,commercial,0
powerup technology inc.,vienna,virginia,other banking and financial services,1
"diesel labs, inc.",boston,massachusetts,other technology,21
"sachem cove special opportunities fund, lp",lloyd harbor,new york,pooled investment fund,0
"cherry tree associates, llc",baltimore,maryland,commercial,10
"decon7 systems, llc",scottsdale,arizona,other,17
"stepstone capital partners iv, l.p.",new york,new york,pooled investment fund,20
greenoaks capital ms lp - kubrick series,san francisco,california,pooled investment fund,0
"island club brands, llc",west palm beach,florida,other,22
"binaryvr, inc.",burlingame,california,other technology,22
"nucleus gdh, llc",beverly hills,california,pooled investment fund,4
"clique, inc.",irvine,california,other,1
"securspace, inc.",south bend,indiana,other technology,4
incline global els lp,new york,new york,pooled investment fund,3
"unison computing, pbc",somerville,massachusetts,other,9
"u.s. select direct private equity ii, lp",new york,new york,pooled investment fund,1
"virtuous software, llc",phoenix,arizona,computers,7
"virtuous software, llc",phoenix,arizona,computers,17
diesel co-investment l.p.,grand cayman,cayman islands,pooled investment fund,1
"stepstone capital partners iv offshore, l.p.",san diego,california,pooled investment fund,3
"sustainable asset fund ii (cayman), lp",grand cayman,cayman islands,pooled investment fund,0
"alpha jwc partners i, l.p.",grand cayman,cayman islands,pooled investment fund,7
lombard international life assurance co separate account vl 193,philadelphia,pennsylvania,pooled investment fund,1
993 summit second funding llc,woodmere,new york,pooled investment fund,2
"shrug i, a series of shrug capital, lp",salt lake city,utah,pooled investment fund,30
"a-sle-17-pr2-fund, a series of ax-jagi-funds, llc",salt lake city,utah,pooled investment fund,26
"delta millworks holdings, llc",austin,texas,manufacturing,1
limivorous preferred fund lp,brooklyn,new york,pooled investment fund,1
"a-seq-28-pr-2-fund, a series of ax-abvc-funds, llc",salt lake city,utah,pooled investment fund,23
"rapportboost.ai, inc.",marina del rey,california,other technology,8
"rapportboost.ai, inc.",marina del rey,california,other technology,1
"first eagle direct lending fund i (ee), lp",new york,new york,pooled investment fund,0
"terra group title, llc",mclean,virginia,commercial,0
relign corp,cupertino,california,other,0
"a-nsz-66-fund, a series of ax-aasc-funds, llc",salt lake city,utah,pooled investment fund,15
"a-zvx-51-fund, a series of ax-exnt-funds, llc",salt lake city,utah,pooled investment fund,11
"a-hjb-12-fund, a series of ax-joel-funds, llc",salt lake city,utah,pooled investment fund,16
"a-pyl-42-pr-fund, a series of sun room funds, llc",salt lake city,utah,pooled investment fund,24
ellipsis greenwood memory care llc,carmel,indiana,other health care,11
"a-snv-25-fund, a series of abstract ventures special opportunities, llc",salt lake city,utah,pooled investment fund,35
"a-flk-11-fund, a series of ax-jokr-funds, llc",salt lake city,utah,pooled investment fund,41
"a-jxs-33-fund, a series of angellist-kl-funds, llc",salt lake city,utah,pooled investment fund,3
"creation investments social ventures fund iv, l.p.",chicago,illinois,pooled investment fund,57
"hanover-columbia retail center, llc",dallas,texas,commercial,0
tt event driven fund u.s. feeder segregated portfolio,grand cayman,cayman islands,pooled investment fund,2
"a-eyo-13-fund, a series of ax-mavres-funds, llc",salt lake city,utah,pooled investment fund,7
deerfield topco corp,new york,new york,other,240
"lindero partners fund, lp",oak park,california,pooled investment fund,0
kukui corp,san jose,california,other technology,1
kukui corp,san jose,california,other technology,6
"savage jerky co., llc",buford,georgia,retailing,0
"emc core plus fund, lp",houston,texas,pooled investment fund,1
"fragments, inc.",san francisco,california,other technology,4
"mansi, inc.",jamaica estates,new york,manufacturing,4
"infinity select fund i, llc",atlanta,georgia,pooled investment fund,1
"icm opportunity fund i, llc",atlanta,georgia,pooled investment fund,10
"rcg mfi chapins co-invest, l.p.",new york,new york,pooled investment fund,17
bridge multifamily fund iv international master lp,sandy,utah,pooled investment fund,0
"108 somogyi ct, llc",piscataway,new jersey,commercial,5
she's not here llc,cedar park,texas,restaurants,2
"hytech power, inc.",redmond,washington,other technology,0
"battery investment partners xii, llc",boston,massachusetts,pooled investment fund,28
bridge debt strategies fund iii lp,sandy,utah,pooled investment fund,0
"pearl ciii holdings, l.p.",dallas,texas,pooled investment fund,0
bridge debt strategies fund iii international lp,sandy,utah,pooled investment fund,0
bridge multifamily fund iv international-a lp,sandy,utah,pooled investment fund,0
incline global els ltd.,grand cayman,cayman islands,pooled investment fund,10
"general catalyst group ix, l.p.",cambridge,massachusetts,pooled investment fund,112
700 hancock funding l.p.,woodmere,new york,pooled investment fund,17
1034 bedford funding l.p.,woodmere,new york,pooled investment fund,15
bridge debt strategies fund iii international master lp,sandy,utah,pooled investment fund,0
"banner oak enhanced core venture, lp",dallas,texas,pooled investment fund,1
"506 group fund iii naples ss, llc",salt lake city,utah,pooled investment fund,45
investors of crypto llc,leander,texas,other technology,0
"treco holdings, llc",denver,colorado,commercial,0
"agfunder co-investment fund i, a series of agfunder master fund, llc",san francisco,california,pooled investment fund,35
series 2 rlam core fixed income with defensive risk premia,new york,new york,pooled investment fund,1
"almanac realty securities viii, l.p.",new york,new york,pooled investment fund,14
"ars viii (sc i), l.p.",new york,new york,pooled investment fund,1
platform neighborhood investment fund 1 lp,detroit,michigan,other real estate,10
"ars viii (sc v), l.p.",new york,new york,pooled investment fund,0
equityzen growth technology fund llc - series 211,new york,new york,pooled investment fund,36
equityzen growth technology fund llc - series 213,new york,new york,pooled investment fund,5
bridge multifamily fund iv lp,sandy,utah,pooled investment fund,0
"water island merger arbitrage institutional commingled fund, lp",new york,new york,pooled investment fund,0
opus won llc,woodland hills,california,business services,0
lrf fault llc,woodland hills,california,business services,10
"pacific alternative beta master fund, lp",grand cayman,cayman islands,pooled investment fund,1
accel robotics corp,la jolla,california,other technology,1
mistell onshore fund lp,tampa,florida,pooled investment fund,0
dcp fund ii llc,blacklick,ohio,other,5
hyperthesis llc,los angeles,california,other technology,2
"foodsafetypcr, corp",pleasanton,california,other technology,3
"mir partners, inc.",san francisco,california,other,8
"urology of indiana county line real estate, llc",greenwood,indiana,commercial,7
chorus capital credit fund iii usd scsp,luxembourg,luxembourg,pooled investment fund,1
rukh fund x lp,san jose,california,pooled investment fund,0
nexo capital inc.,grand cayman,cayman islands,other technology,17
tekmodo holdings inc.,vancouver,"british columbia, canada",other,14
"slp blue co-invest, l.p.",menlo park,california,pooled investment fund,0
"sponsor backed credit fund, l.p.",chicago,illinois,pooled investment fund,0
whitehouse resources llc,cedarhurst,new york,other real estate,0
qm wingate llc,paoli,pennsylvania,residential,7
"taste the wine international, llc",hollywood,florida,restaurants,8
"si wmc investor, lp",dallas,texas,investing,57
pelican energy partners iii lp,houston,texas,pooled investment fund,68
"seurat therapeutics, inc.",chicago,illinois,biotechnology,5
"hyperion motors, inc.",orange,california,manufacturing,4
"grandview pateros, llc",lynnwood,washington,other,12
"iq imaging, llc",cottage grove,wisconsin,other health care,8
galaxy plus fund - adg systematic macro master fund (530) llc,chicago,illinois,pooled investment fund,3
"prmh lenders fund iv, llc",irving,texas,pooled investment fund,92
prmh lenders fund iii llc,irving,texas,pooled investment fund,112
"hudson credit fund i, l.p.","george town, grand cayman",cayman islands,pooled investment fund,0
"project 307 2018, llc",spartanburg,south carolina,commercial,15
"iviva medical, inc.",beverly,massachusetts,biotechnology,0
"540 w. sedgwick street, l.p.",wynnewood,pennsylvania,residential,13
"yiviva, inc.",new york,new york,biotechnology,2
galaxy plus fund - welton gdt master fund (538) llc,chicago,illinois,pooled investment fund,1
300 springfield investors llc,memphis,tennessee,commercial,1
"vektor medical, inc.",carlsbad,california,other health care,4
"av charleston investco, llc",scottsdale,arizona,residential,52
"hsrep vi co-investment 3, l.p.",chicago,illinois,pooled investment fund,0
"415 fund i, lp",palo alto,california,pooled investment fund,0
schoolr,lake forest,california,other technology,4
"cadence health, inc.",oakland,california,pharmaceuticals,11
"cp montgomery investco, llc",scottsdale,arizona,residential,0
wd management holdings llc,phoenix,arizona,other health care,0
"3500 oakgate drive, lp",austin,texas,commercial,40
ydreams global interactive technologies inc.,vancouver,"british columbia, canada",other technology,1
"healthcare innovation, llc",greenwood,indiana,investing,28
galaxy plus fund - qim master fund (526) llc,chicago,illinois,pooled investment fund,3
"kpw hospitality, llc",verona,wisconsin,commercial,1
indus way emerging market fund series alpha,mumbai,india,pooled investment fund,1
great lakes farms properties lp,bloomfield hills,michigan,other,1
"casa partners viii, lp",new york,new york,pooled investment fund,2
"senti biosciences, inc.",san francisco,california,biotechnology,26
"thevan holdings, corp",stamford,connecticut,other travel,2
"rd lending, llc",scottsdale,arizona,other real estate,0
thread bioscience inc,pompano beach,florida,biotechnology,1
"block island sound, llc, the",west hollywood,california,other,4
lombard international life assurance co separate account vl 188,philadelphia,pennsylvania,pooled investment fund,1
"3d promed, llc",mesa,arizona,other technology,3
"badiapp 2015, inc.",barcelona,spain,other technology,6
"flipside crypto, llc",boston,massachusetts,other technology,31
behaviosec inc.,palo alto,california,other technology,8
"intuitive motion, inc.",modesto,california,other,0
"tca sawgrass, llc",charlotte,north carolina,pooled investment fund,20
"myway, inc",jacksonville,florida,other technology,1
"brown advisory investors 2018 - asp viii, lllp",baltimore,maryland,pooled investment fund,22
galaxy plus fund - tt master fund (531) llc,chicago,illinois,pooled investment fund,1
medichain,london,united kingdom,other technology,81
summit affiliates cchb investment fund lp,red bank,new jersey,pooled investment fund,8
"lendingcoin, inc.",boise,idaho,commercial,12
closedloop.ai inc.,austin,texas,other technology,27
screo feeder inc.,toronto,"ontario, canada",other real estate,4
hg saturn a l.p.,st peter port,guernsey,pooled investment fund,0
jerry jerry ltd liability co,new york,new york,other,7
kingdom of tunis republic,toronto,"ontario, canada",other banking and financial services,0
"crotalus financial, llc.",sheridan,wyoming,investing,0
hg saturn b l.p.,st peter port,guernsey,pooled investment fund,0
"northwest lodging group ii, llc",bountiful,utah,pooled investment fund,17
mg lakeview investments wfs l.p.,san diego,california,residential,3
"greystone capital holdings, llc",henderson,nevada,investing,0
mg lakeview investments acr l.p.,san diego,california,residential,1
"tyrata, inc.",durham,north carolina,other technology,2
"looma project, inc.",durham,north carolina,other technology,2
"ecm-jv-dh-georgetown, ky-1-ut, llc",georgetown,texas,commercial,5
"tl targeted fund, lp",new york,new york,pooled investment fund,10
api permian #1 joint venture,dallas,texas,oil and gas,29
harold's birthday llc,new york,new york,other,2
"azara solutions, inc.",boulder,colorado,other technology,5
empeiria bbrss holdings llc,new york,new york,investing,8
phenomena llc,santa monica,california,other,6
"s capital, l.p.",tel aviv,israel,pooled investment fund,31
9855 shadow way llc,richmond,virginia,commercial,3
9855 shadow way llc,richmond,virginia,commercial,3
navesink mortgage services llc,red bank,new jersey,other banking and financial services,17
navesink mortgage services llc,red bank,new jersey,other banking and financial services,1
"saiva, inc.",los altos,california,other technology,1
"park bench holdings, inc.",addison,texas,other health care,8
private equity managers (2018) offshore scsp,new york,new york,pooled investment fund,43
private equity managers (2018) lp,new york,new york,pooled investment fund,291
galaxy plus fund - aspect master fund (532) llc,chicago,illinois,pooled investment fund,1
"block party tickets, inc.",new york,new york,other,21
"block party tickets, inc.",new york,new york,other,24
"block party tickets, inc.",new york,new york,other,13
"new mmi holdings, inc.",franklin,tennessee,other health care,70
"commonfund capital partners vii, l.p.",wilton,connecticut,pooled investment fund,0
nxt factory inc.,ventura,california,other technology,2
"loot cove co., llc",sheridan,wyoming,other technology,1
arbel growth partners lp,milwaukee,wisconsin,pooled investment fund,6
"aseptiscope, inc.",san diego,california,other health care,5
"goldcrest capital bird-b spv, llc",dallas,texas,pooled investment fund,11
galaxy plus fund - profitscore long/short master fund (536) llc,chicago,illinois,pooled investment fund,2
"alpine oral tech, inc.",mountain view,california,other technology,5
"unleash immuno oncolytics, inc.",st. louis,missouri,biotechnology,1
"tradetapp, inc.",brooklyn,new york,other technology,1
"cabretta sc historic fund, llc",savannah,georgia,pooled investment fund,0
blue moon zinc corp.,vancouver,"british columbia, canada",other,1
justhive llc,glendale,california,other technology,0
"valley technical academy, llc",riner,virginia,other technology,1
mars reel media corp.,el dorado hills,california,other,37
"srpo-ii partners i, lp",dallas,texas,pooled investment fund,0
pantera origin spv lp,menlo park,california,pooled investment fund,10
"centralized realty holdings, lp",carrollton,texas,other real estate,0
greystone senior debt opportunity fund (b) lp,new york,new york,pooled investment fund,0
"tyrata capital, llc",durham,north carolina,investing,31
bioceryx inc.,menlo park,california,other health care,1
litecoin investment trust,new york,new york,pooled investment fund,1
bitcoin cash investment trust,new york,new york,pooled investment fund,2
xrp investment trust,new york,new york,pooled investment fund,2
swift medical inc.,toronto,"ontario, canada",other health care,2
deerfield holdings corp,new york,new york,other,86
"osteon holdings, inc.",fort worth,texas,other health care,11
"electric capital partners core fund, lp",palo alto,california,pooled investment fund,0
insightfinder inc.,brooklyn,new york,other technology,5
"aspire fund, llc",ann arbor,michigan,other,4
fhf capital investments long term focus fund lp,bayonet point,florida,pooled investment fund,0
"mpc 2017 energy fund, llc",atlanta,georgia,pooled investment fund,1
"mpc federal 2019 historic icf 1, llc",atlanta,georgia,pooled investment fund,0
"greenleaf investment partners l044, llc",atlanta,georgia,residential,14
"vin prime partners, lp",cheyenne,wyoming,pooled investment fund,0
jcf iv coinvest neptun i l.p.,new york,new york,pooled investment fund,0
company - the abyss gmbh,zug,switzerland,other technology,0
"selkirk pharma, inc.",spokane valley,washington,manufacturing,19
"waters edge holding, llc",little river,south carolina,other real estate,0
"cabretta ga historic fund, llc",savannah,georgia,pooled investment fund,0
"high cedar feeder, l.p.",princeton,new jersey,pooled investment fund,1
"high cedar direct fund, l.p.",princeton,new jersey,pooled investment fund,1
hydrx farms ltd.,whitby,"ontario, canada",biotechnology,4
"camelback futures fund i, llc",memphis,tennessee,pooled investment fund,1
"zillicast, inc.",san francisco,california,other technology,2
winpower llc,cambridge,massachusetts,investing,0
"cabretta nc 2018 historic fund, llc",savannah,georgia,pooled investment fund,0
"encourage green carbon company, llc",new york,new york,other,0
"reva kay tampa ibc 2, dst",richmond,virginia,commercial,0
"south texas investors club fund 1, llc",houston,texas,reits and finance,0
"cachette venture partners i, lp",new york,new york,pooled investment fund,0
"precision medicine group holdings, inc.",bethesda,maryland,other health care,53
"vector exela co-invest, lp",san francisco,california,pooled investment fund,4
"ocean minerals, llc",stafford,texas,other,5
wellington capital group ltd.,las vegas,nevada,business services,0
"rio grande group, llc",aberdeen,south dakota,commercial,0
"jones land development, llc",gadsden,alabama,construction,0
"br grand at westside, dst",new york,new york,residential,0
sator holdings llc,cleveland,ohio,pharmaceuticals,1
temptations broadway ltd liability co,new york,new york,other,0
usca fifth corner property fund i lp,houston,texas,pooled investment fund,16
antares unitranche feeder fund i (de) lp,chicago,illinois,pooled investment fund,1
"fanai, inc.",santa monica,california,other technology,23
"altera pa spv i, llc",atlanta,georgia,pooled investment fund,7
antares unitranche feeder fund i (cayman) lp,chicago,illinois,pooled investment fund,2
blue sparrow onshore fund lp,san francisco,california,pooled investment fund,0
"panther pharmaceuticals, inc.",cambridge,massachusetts,biotechnology,2
"vincent anoka, llc",eden prairie,minnesota,other real estate,1
"clutch city blockchain jv, llc",houston,texas,other technology,10
"ae industrial partners fund ii, lp",boca raton,florida,pooled investment fund,0
"ae industrial partners fund ii-a, lp",boca raton,florida,pooled investment fund,0
"ae industrial partners fund ii-b, lp",boca raton,florida,pooled investment fund,0
mainline west tax advantaged opportunity fund v llc,denver,colorado,pooled investment fund,67
pacmuni alcatraz fund llc,mill valley,california,pooled investment fund,17
cryptosecurities exchange llc,wilmington,delaware,other technology,0
"tienda pago holdings, ltd.",hallandale beach,florida,other technology,0
"arcadia commons surgery center, llc",phoenix,arizona,other health care,0
economic development & investment group lllp,sacramento,california,other,2
"novel growth partners fund i, l.p.",olathe,kansas,pooled investment fund,18
fundersclub u32 llc,san francisco,california,pooled investment fund,86
sapir pharmaceuticals inc.,new jersey,new jersey,pharmaceuticals,4
"fort ventures i, llc",fort worth,texas,other real estate,27
"pmc holdings, llc",albuquerque,new mexico,commercial,0
"smartfund1, llc",cheyenne,wyoming,other,0
"project medcann, llc",albuquerque,new jersey,other,0
"everbit digital investments, lp",new york,new york,pooled investment fund,0
flex co,venice,california,other,49
"nextgen ccm, llc",atlanta,georgia,other,6
bc front range growth llc,dallas,texas,pooled investment fund,25
"windmuehle funds, llc - series two",austin,texas,pooled investment fund,0
"676 n spring investors, llc",los angeles,california,commercial,27
"hyperdyne, inc.",los altos,california,other technology,3
"vertical craft, inc.",altamonte springs,florida,other technology,1
"absolute return cryptocurrency fund, lp",newport coast,california,pooled investment fund,0
william blair systematic international large cap core fund llc,chicago,illinois,pooled investment fund,2
"mcp opportunity secondary program iv, l.p.",st helier,jersey,pooled investment fund,3
"wild type, inc.",san francisco,california,other,10
fitness holdco llc,brooklyn,new york,other,0
"aero capital solutions feeder fund, lp",austin,texas,pooled investment fund,0
houston galleria retail dst,framingham,massachusetts,commercial,26
"alpha income plus, lp",chicago,illinois,pooled investment fund,3
"meritize financial, inc.",frisco,texas,other technology,14
"banneker (ems) investors, llc",san francisco,california,pooled investment fund,0
scozinc mining ltd.,cooks brook,"nova scotia, canada",other,1
velosbio inc.,san diego,california,biotechnology,12
"ponoi capital ii, lp",san francisco,california,pooled investment fund,0
"new jersey medical assurance funding, llc",atlanta,georgia,other banking and financial services,2
"mcm - pinehurst, llc",charlotte,north carolina,commercial,17
"pretty cool ice cream holdings, llc",chicago,illinois,restaurants,0
"worldwidedharma, llc",brookeville,maryland,other,5
"parexel investment holdings, l.p.",waltham,massachusetts,other,0
konza capital ddc fund lp,manhattan,kansas,pooled investment fund,7
bonwit teller llc,cleveland,ohio,commercial,2
"hungry harvest, llc",baltimore,maryland,agriculture,3
"bloom tree ponderosa fund qp, lp",new york,new york,pooled investment fund,1
hyperion lt fund - series i,hong kong,hong kong,pooled investment fund,0
pcip ii research park series,addison,texas,commercial,64
"tracktech, llc",greenwood village,colorado,other technology,1
"korea value focus offshore fund, ltd.","road town, tortola","virgin islands, british",pooled investment fund,0
"korea value focus fund, lp","road town, tortola","virgin islands, british",pooled investment fund,0
"bgh capital offshore i, lp",st peter port,guernsey,pooled investment fund,0
"bgh capital vclp i, lp","melbourne, victoria",australia,pooled investment fund,0
"ampfield holdings (offshore), l.p.",grand cayman,cayman islands,pooled investment fund,1
bgh capital trust ia,"melbourne, victoria",australia,pooled investment fund,0
"pace diagnostics, inc.",monrovia,california,biotechnology,3
"membranepro services, llc",los angeles,california,other technology,9
falconview ej llc,denver,colorado,residential,27
"virtual graphics, llc",easton,pennsylvania,other,1
"blockchain technology partners, lp",redlands,california,pooled investment fund,0
"day view capital partners i, l.p.",san francisco,california,pooled investment fund,33
"a-rhc-52-fund, a series of ax-ubub-funds, llc",salt lake city,utah,pooled investment fund,12
"angellist-mtin-fund-pr, a series of angellist-gd-funds, llc",salt lake city,utah,pooled investment fund,15
"a-mjf-12-pr-fund, a series of ax-rn-funds, llc",salt lake city,utah,pooled investment fund,75
silvershore internet opportunity fund i lp,new york,new york,pooled investment fund,62
blackstone property partners europe (lux) scsp,new york,new york,pooled investment fund,0
pathy medical investment fund llc,wilton,connecticut,other,0
"fork 001, a series of the velorum ledger, llc",san francisco,california,pooled investment fund,0
cr3 xymat investors llc,dallas,texas,pooled investment fund,35
aehe llc,litchfield,minnesota,residential,9
"a-olj-19-fund, a series of jjk funds, lp",salt lake city,utah,pooled investment fund,12
"carewave medical, inc.",seattle,washington,biotechnology,2
mavatar technologies inc.,menlo park,california,other technology,4
"a-ovk-23-fund, a series of heron rock, endeavor north fund, lp",ottawa,"ontario, canada",pooled investment fund,19
budsy inc,los angeles,california,other technology,2
"pg realty partners, llc",cleveland,ohio,commercial,4
"cr3 xymat, llc",dallas,texas,pooled investment fund,27
"cr3 xymat, llc",dallas,texas,pooled investment fund,27
hectogon fund l.p.,sacramento,california,pooled investment fund,0
bbh capital partners opportunities (cayman) 3,grand cayman,cayman islands,pooled investment fund,23
"a-ohj-28-pr-fund, a series of ax-rn-funds, llc",salt lake city,utah,pooled investment fund,50
"sante health ventures iii, lp",austin,texas,pooled investment fund,0
quiet c rpg acquisition i llc,washington,district of columbia,pooled investment fund,14
"a-bdp-17-fund, a series of angellist-sda-funds, llc",salt lake city,utah,pooled investment fund,10
mg beaumont apartments chl l.p.,san diego,california,residential,33
"tallac valley capital, llc.",sacramento,california,pooled investment fund,0
"wyndham pointe apartments, llc",lancaster,pennsylvania,other,0
san francisco brewing co. llc,san francisco,california,restaurants,2
"boulderado boc, lp",boston,massachusetts,pooled investment fund,1
"underscore core syndicate for moltin a, a series of underscore funds, llc",salt lake city,utah,pooled investment fund,10
"cityplace corporate centre iii investors, llc",kansas city,missouri,commercial,0
"naked sports innovations, inc.",vashon,washington,other,0
triagenics inc,eugene,oregon,other health care,1
cobio investment group llc,golden,colorado,pooled investment fund,11
"edam tg, l.p.",santa monica,california,other,9
"juvena therapeutics, inc.",san mateo,california,other technology,23
"137 holdings x, llc",san francisco,california,pooled investment fund,0
"tau motors, inc.",san francisco,california,other technology,1
"rigsbee central park, llc",durham,north carolina,commercial,7
"rivermont rocky mount fund i, l.p.",durham,north carolina,pooled investment fund,6
aevitas partners llc,pittsburgh,pennsylvania,other,6
"puyallup apt venture, llc",northridge,california,commercial,0
"blacksburg wine lab, inc.",blacksburg,virginia,restaurants,1
"saints, inc.",portland,oregon,agriculture,1
apiary capital partners i lp,london,united kingdom,pooled investment fund,0
king jackson llc,cambridge,massachusetts,commercial,11
"fovea systems, inc.",fremont,california,other technology,2
"jana strategic investments benchmark offshore fund, ltd.","camana bay, grand cayman",cayman islands,pooled investment fund,0
"galton agency mbs offshore fund, ltd.",grand cayman,cayman islands,pooled investment fund,0
"travera, llc",cambridge,massachusetts,biotechnology,4
"peloton equity ii, l.p.",greenwich,connecticut,pooled investment fund,0
"amc small cap fund 1, llc",northridge,california,commercial,0
"concord sierra nli wpb hotel, llc",raleigh,north carolina,other,0
"ambassador development group - ii, llc",sugar land,united states,other,19
rl 900 park llc,miami,florida,investing,15
"coventure holding company, llc",new york,new york,other banking and financial services,21
digicap partners lp,tampa,florida,pooled investment fund,6
lax arbors spe llc,portland,oregon,commercial,53
vbr limited partnership,el monte,california,residential,0
"iterative otc, l.l.c.",jersey city,new jersey,other banking and financial services,5
"nithio holdings, inc.",washington,district of columbia,other,1
"rockshire energy i , llc",waco,texas,oil and gas,0
mpm companies lp,bloomfield hills,michigan,other,1
bitrent l.p.,london,united kingdom,reits and finance,0
"esimi, inc.",austin,texas,other technology,1
velocity group holdings inc.,melville,new york,other banking and financial services,3
"almanac fund i, llc",miami,florida,pooled investment fund,6
iintoo northwinds st. louis teh l.p.,new york,new york,other real estate,5
roomors living,new york,new york,other technology,1
"metier investment management fund, lp",dallas,texas,pooled investment fund,1
"otc exchange network, inc.",san francisco,california,other technology,7
"axiomsl group, inc.",new york,new york,other technology,15
"regal healthcare capital partners, l.p.",new york,new york,pooled investment fund,42
global ifs holdings inc.,new canaan,connecticut,other,2
"flow pharma, inc.",walnut creek,california,biotechnology,17
"flow pharma, inc.",walnut creek,california,biotechnology,42
barings real estate bridge finance i lp,charlotte,north carolina,other real estate,1
"park shelton holdco, llc",birmingham,michigan,commercial,12
trinity hedges llc,san antonio,texas,residential,0
"blockridge capital, lp",willingboro,new jersey,pooled investment fund,0
rpi 561 windsor llc,wellesley,massachusetts,commercial,23
gi partners executive fund v lp,san francisco,california,pooled investment fund,0
"phillimore fund, lp",greenwich,connecticut,pooled investment fund,2
"phillimore fund, ltd.",greenwich,connecticut,pooled investment fund,3
"tcf15 houston medical center rv resort, llc",ankeny,iowa,commercial,0
brc innovation lp,boston,massachusetts,pooled investment fund,3
"shocard, inc.",cupertino,california,other technology,1
"hcp bf 1819 investors, l.p.",san francisco,california,pooled investment fund,16
"mdi therapeutics, inc.",novi,michigan,pharmaceuticals,0
olf cayman holdings gp llc,san francisco,california,other technology,0
"6545 north 19th avenue, llc",pasadena,california,commercial,40
olf cayman holdings lp,san francisco,california,other technology,0
"pv stanton, llc",bee cave,texas,residential,0
sbre vii llc,portland,oregon,commercial,0
gilead capital partners lp,new york,new york,pooled investment fund,0
neocortex global ltd,singapore,singapore,other technology,2
basic-code llc,brookfield,wisconsin,other technology,10
basic-code llc,brookfield,wisconsin,other technology,10
basic-code llc,brookfield,wisconsin,other technology,10
basic-code llc,brookfield,wisconsin,other technology,10
"radical galaxy studio, llc",bellevue,washington,other technology,0
"sunwealth power, inc.",somerville,massachusetts,other energy,6
"digital dollars, llc",wilmington,delaware,pooled investment fund,0
"usb focus fund sciaps 1, llc",lincoln,massachusetts,pooled investment fund,23
"octaneum, inc.",lebanon,new hampshire,other technology,8
lrmc rockport villas llc,cedar park,texas,residential,0
hudson residences a3 llc,new york,new york,other real estate,0
"dw oklahoma scoop stack #2, lp",irving,texas,oil and gas,0
"next play capital ii, lp",lafayette,california,pooled investment fund,0
"partners capital solutions equity fund iii, lp",calabasas,california,pooled investment fund,0
blue lotus acupuncture center for health inc,san diego,california,other,1
"mimg cxxvii midwest 4 master, llc",franktown,colorado,commercial,216
"eurie industries, inc",sunrise,florida,environmental services,0
venture fit llc,oceanside,california,investing,1
"garnet ventures, lp",seattle,washington,other,6
"apollo ager co-investors (a), l.p.","george town, grand cayman",cayman islands,pooled investment fund,35
"zulu enterprises, llc",lehi,utah,restaurants,9
"andiamo in banca, llc",mountain view,california,restaurants,2
carewear corp,reno,nevada,biotechnology,1
"hillstreet fund v, l.p.",cincinnati,ohio,pooled investment fund,13
"prudence us real estate fund, lp",newport beach,california,pooled investment fund,2
lvic blockchain & cryptocurrency fund llc,las vegas,nevada,investing,38
scireh three llc,boston,massachusetts,commercial,0
"mfn partners, lp",boston,massachusetts,pooled investment fund,0
"permian capital fund, lp",san francisco,california,pooled investment fund,0
serengeti segregated portfolio co ltd. - segregated portfolio spc iii,"goerge town, grand cayman",cayman islands,pooled investment fund,1
supply finance holdings inc.,frankfort,michigan,investing,7
curated capital llc,potomac,maryland,investing,0
"silversmith holdings, llc",atlantic beach,florida,commercial,0
"sleepbox, inc.",boston,massachusetts,other technology,3
virginia road llc,lexington,massachusetts,commercial,21
"pakal technologies, inc.",san francisco,california,other,11
"s&h acquisition, llc",leawood,kansas,manufacturing,5
"taproot medical technologies, llc",shoreline,washington,other technology,2
"optzzchain, inc.",los angeles,california,other,2
"cbig re fund i, lp",highland,utah,pooled investment fund,0
"tx beck property holdings, llc",dallas,texas,other,31
"rise brands, inc.",san francisco,california,business services,3
"rise brands, inc.",san francisco,california,business services,5
"familywise digital, inc.",bend,oregon,business services,4
