company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Airtable,airtable.com,San Francisco,CA,United States,417,http://www.linkedin.com/company/airtable,,DevOps,84,12,47850000,84,"Enterprise Software,Finance,Mobile,devops, saas","Thrive Capital, Benchmark",,B2B,1100000000,$617.6M,https://www.growjo.com/company/Airtable,https://www.indeed.com/jobs?q=company%3A(Airtable),95%,For Contact Direct Phone Numbers and Emails see Lead411
Rec Room,recroom.com,Seattle,WA,United States,95,http://www.linkedin.com/company/recroominc,2016,Tech Services,85,,13775000,24,"Online Gaming, Virtual Reality","First Round Capital, Sequoia Capital, Index Ventures",,,1250000000,$149M,https://www.growjo.com/company/Rec_Room,https://www.indeed.com/jobs?q=company%3A(Rec Room),73%,For Contact Direct Phone Numbers and Emails see Lead411
Snapdocs,snapdocs.com,San Francisco,CA,United States,458,http://www.linkedin.com/company/snapdocs,2012,Real Estate Tech,86,107,66410000,60,"Banking,Data Storage,Finance,Human Resources Hr,Information Security,Payments,Security,Storage, saas",,Y Combinator,B2B,,$103M,https://www.growjo.com/company/Snapdocs,https://www.indeed.com/jobs?q=company%3A(Snapdocs),156%,For Contact Direct Phone Numbers and Emails see Lead411
HUBILO,hubilo.com,Ahmedabad,GJ,India,172,http://www.linkedin.com/company/hubilo,2015,Event Tech,87,,35260000,33,"Events, Event Management, Events Services, Event Planners",,,,,$28M,https://www.growjo.com/company/HUBILO,https://www.indeed.com/jobs?q=company%3A(HUBILO),219%,For Contact Direct Phone Numbers and Emails see Lead411
Accurics,accurics.com,Pleasanton,CA,United States,64,http://www.linkedin.com/company/accurics,,Tech Services,88,,9280000,11,,,,,,$20M,https://www.growjo.com/company/Accurics,https://www.indeed.com/jobs?q=company%3A(Accurics),220%,For Contact Direct Phone Numbers and Emails see Lead411
Greenlight Financial Technology,greenlightcard.com,Atlanta,GA,United States,222,http://www.linkedin.com/company/greenlightcard,2014,Fintech,89,7,28860000,23,,"Relay Ventures, TTV Capital, Canapi Ventures",,,1200000000,$556.5M,https://www.growjo.com/company/Greenlight_Financial_Technology,https://www.indeed.com/jobs?q=company%3A(Greenlight Financial Technology),82%,For Contact Direct Phone Numbers and Emails see Lead411
Cutover,cutover.com,41 Luke Street,ENG,UK,123,http://www.linkedin.com/company/cutover,2013,Tech Services,90,661,17835000,4,,,TechStars,,,$54.6M,https://www.growjo.com/company/Cutover,https://www.indeed.com/jobs?q=company%3A(Cutover),60%,For Contact Direct Phone Numbers and Emails see Lead411
Global Startup Ecosystem,globalstartupecosystem.com,New York,NY,United States,166,http://www.linkedin.com/company/globalstartupecosystem,2016,Investments,91,639,37682000,1,,,,,,,https://www.growjo.com/company/Global_Startup_Ecosystem,https://www.indeed.com/jobs?q=company%3A(Global Startup Ecosystem),388%,For Contact Direct Phone Numbers and Emails see Lead411
PGT Innovations,pgtinnovations.com,Venice,CA,United States,195,http://www.linkedin.com/company/pgtinnovations,1980,Materials,92,8925,698493000,3,,,,,,$123.5M,https://www.growjo.com/company/PGT_Innovations,https://www.indeed.com/jobs?q=company%3A(PGT Innovations),27%,For Contact Direct Phone Numbers and Emails see Lead411
Wiz,wiz.io,Tel Aviv,Tel Aviv,,66,http://www.linkedin.com/company/wizsecurity,2020,IT Security,93,,13464000,1,,"Insight Partners, Sequoia Capital, Index Ventures",,,1700000000,$230M,https://www.growjo.com/company/Wiz,https://www.indeed.com/jobs?q=company%3A(Wiz),313%,For Contact Direct Phone Numbers and Emails see Lead411
Bbot,bbot.menu,New York,NY,United States,65,http://www.linkedin.com/company/bbot,2017,Food,94,,17550000,13,"Food and Beverages, Hospitality, Restaurants, Hotels, Nightlife, Nightclubs, Resorts, Bars",,,,,$7.2M,https://www.growjo.com/company/Bbot,https://www.indeed.com/jobs?q=company%3A(Bbot),210%,For Contact Direct Phone Numbers and Emails see Lead411
Notion,notion.so,San Francisco,CA,United States,182,http://www.linkedin.com/company/notionhq,2012,Tech Services,95,213,26390000,23,saas,,,,,$68.2M,https://www.growjo.com/company/Notion,https://www.indeed.com/jobs?q=company%3A(Notion),214%,For Contact Direct Phone Numbers and Emails see Lead411
Brex,brex.com,San Francisco,CA,United States,600,http://www.linkedin.com/company/brexhq,2017,Fintech,96,47,78000000,84,saas,"Greenoaks Capital, DST Global",,,2600000000,$1.2B,https://www.growjo.com/company/Brex,https://www.indeed.com/jobs?q=company%3A(Brex),28%,For Contact Direct Phone Numbers and Emails see Lead411
Menlo Security,menlosecurity.com,Palo Alto,CA,United States,259,http://www.linkedin.com/company/menlo-security,2013,IT Security,97,325,52836000,61,"Data Storage,Enterprise Software,Finance,Information Security,Physical Security,Security,Storage","American Express Ventures, Ericsson Ventures",,B2B,,$250.5M,https://www.growjo.com/company/Menlo_Security,https://www.indeed.com/jobs?q=company%3A(Menlo Security),17%,For Contact Direct Phone Numbers and Emails see Lead411
Symend,symend.com,Calgary,AB,CAN,259,http://www.linkedin.com/company/symend,2016,Fintech,98,293,33670000,12,financial technology,"Inovia Capital, Ignition Partners, Impression Ventures ",,,,$103.6M,https://www.growjo.com/company/Symend,https://www.indeed.com/jobs?q=company%3A(Symend),220%,For Contact Direct Phone Numbers and Emails see Lead411
Bevy,bevy.com,Palo Alto,CA,United States,109,http://www.linkedin.com/company/bevyhq,2017,Tech Services,99,,15805000,33,,,,,,$61.4M,https://www.growjo.com/company/Bevy,https://www.indeed.com/jobs?q=company%3A(Bevy),195%,For Contact Direct Phone Numbers and Emails see Lead411
StartEngine,startengine.com,Los Angeles,CA,United States,137,http://www.linkedin.com/company/startengine,2011,Fintech,100,1329,19865000,3,"Consulting,Crowdfunding,E-Commerce,Finance,Gaming,Human Resources Hr,Mobile, saas",Activision,,B2B,,$37.6M,https://www.growjo.com/company/StartEngine,https://www.indeed.com/jobs?q=company%3A(StartEngine),49%,For Contact Direct Phone Numbers and Emails see Lead411
WellNow Urgent Care,wellnow.com,West Seneca,NY,United States,510,http://www.linkedin.com/company/wellnow-urgent-care,,Medical Offices,101,,137700000,153,,,,,,,https://www.growjo.com/company/WellNow_Urgent_Care,https://www.indeed.com/jobs?q=company%3A(WellNow Urgent Care),37%,For Contact Direct Phone Numbers and Emails see Lead411
Chainalysis,chainalysis.com,New York,NY,United States,230,http://www.linkedin.com/company/chainalysis,2014,Fintech,102,137,29900000,60,"saas, Analytics,Banking,Finance,Information Security,Payments,Security","Addition, Benhcmark, Accel",TechStars,B2B,2000000000,$266.6M,https://www.growjo.com/company/Chainalysis,https://www.indeed.com/jobs?q=company%3A(Chainalysis),54%,For Contact Direct Phone Numbers and Emails see Lead411
Cockroach Labs,cockroachlabs.com,New York,NY,United States,253,http://www.linkedin.com/company/cockroach-labs,2015,Tech Services,103,452,36685000,30,"Cloud Computing,Data Storage,Enterprise Software,Network / Hosting / Infrastructure,Security,Storage, saas","Google Ventures, Benchmark, FirstMark Capital",,B2B,2160000000,$355.1M,https://www.growjo.com/company/Cockroach_Labs,https://www.indeed.com/jobs?q=company%3A(Cockroach Labs),68%,For Contact Direct Phone Numbers and Emails see Lead411
MURAL.,mural.co,San Francisco,CA,United States,532,http://www.linkedin.com/company/mural.co,2011,Tech Services,104,147,77140000,88,saas,,500 Startups,,,$142.3M,https://www.growjo.com/company/MURAL.,https://www.indeed.com/jobs?q=company%3A(MURAL.),192%,For Contact Direct Phone Numbers and Emails see Lead411
ZenBusiness PBC,zenbusiness.com,Austin,TX,United States,132,http://www.linkedin.com/company/zenbusiness-inc.,2015,eCommerceTech,105,106,19140000,8,"B2B, Machine Learning, E-Commerce Platforms",,,,,$74.5M,https://www.growjo.com/company/ZenBusiness_PBC,https://www.indeed.com/jobs?q=company%3A(ZenBusiness PBC),187%,For Contact Direct Phone Numbers and Emails see Lead411
Kennected,demokennected.com,Indianapolis,IN,United States,105,http://www.linkedin.com/company/mynkn,2018,Salestech,106,,15225000,1,,,,,,,https://www.growjo.com/company/Kennected,https://www.indeed.com/jobs?q=company%3A(Kennected),377%,For Contact Direct Phone Numbers and Emails see Lead411
Cameo,cameo.com,Chicago,IL,United States,293,http://www.linkedin.com/company/bookcameo,2016,Tech Services,107,1246,42485000,21,"Video, Celebrity, Platform For Influencers, Athletes","Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",,,1000000000,$165.2M,https://www.growjo.com/company/Cameo,https://www.indeed.com/jobs?q=company%3A(Cameo),71%,For Contact Direct Phone Numbers and Emails see Lead411
Tend,hellotend.com,New York,NY,United States,116,http://www.linkedin.com/company/tenddental,2018,Digital Health,108,558,31320000,34,,,,,,$198M,https://www.growjo.com/company/Tend,https://www.indeed.com/jobs?q=company%3A(Tend),51%,For Contact Direct Phone Numbers and Emails see Lead411
Central Plateau Cleanup Company,cpcchanford.com,RICHLAND,WA,United States,180,http://www.linkedin.com/company/cpcchanford,,Environmental,109,,37800000,3,,,,,,,https://www.growjo.com/company/Central_Plateau_Cleanup_Company,https://www.indeed.com/jobs?q=company%3A(Central Plateau Cleanup Company),374%,For Contact Direct Phone Numbers and Emails see Lead411
ITJuana,itjuana.com,San Diego,CA,United States,74,http://www.linkedin.com/company/itjuana,2018,Cloud,110,,10730000,10,,,,,,,https://www.growjo.com/company/ITJuana,https://www.indeed.com/jobs?q=company%3A(ITJuana),363%,For Contact Direct Phone Numbers and Emails see Lead411
Commonwealth Fusion Systems,cfs.energy,Cambridge,MA,United States,152,http://www.linkedin.com/company/commonwealth-fusion-systems,2017,Research,111,54,15504000,17,"Energy, Clean Energy, Solar, Renewable Energies, Electrical Distribution",,,,,$199M,https://www.growjo.com/company/Commonwealth_Fusion_Systems,https://www.indeed.com/jobs?q=company%3A(Commonwealth Fusion Systems),149%,For Contact Direct Phone Numbers and Emails see Lead411
DispatchHealth,dispatchhealth.com,Denver,CO,United States,490,http://www.linkedin.com/company/dispatchhealth,2013,Medical Offices,112,301,132300000,109,"Consumer Services,Healthcare","Alta Partners, Questa Capital, Echo Health Venturesl",,B2B,1700000000,$403.2M,https://www.growjo.com/company/DispatchHealth,https://www.indeed.com/jobs?q=company%3A(DispatchHealth),81%,For Contact Direct Phone Numbers and Emails see Lead411
Columbia Care,col-care.com,New York,NY,United States,334,http://www.linkedin.com/company/col-care,2012,Cannabis,113,114,90180000,1,,,,,,$223M,https://www.growjo.com/company/Columbia_Care,https://www.indeed.com/jobs?q=company%3A(Columbia Care),11%,For Contact Direct Phone Numbers and Emails see Lead411
VA Hub,vahub.com,Phoenix,AZ,United States,75,http://www.linkedin.com/company/va-hub,,Outsource,114,,12900000,1,,,,,,,https://www.growjo.com/company/VA_Hub,https://www.indeed.com/jobs?q=company%3A(VA Hub),369%,For Contact Direct Phone Numbers and Emails see Lead411
CytoSorbents,cytosorbents.com,Monmouth Junction,NJ,United States,148,http://www.linkedin.com/company/cytosorbents,,Medical Equip,115,52,37148000,2,"Fitness and Wellness,Healthcare,Pharmaceuticals,Physical Security,Security",Bridge Bank,,,,$11.8M,https://www.growjo.com/company/CytoSorbents,https://www.indeed.com/jobs?q=company%3A(CytoSorbents),24%,For Contact Direct Phone Numbers and Emails see Lead411
Urovant Sciences,urovant.com,Irvine,CA,United States,253,http://www.linkedin.com/company/urovant-sciences-inc,2017,Biotech,116,330,39215000,17,,,,,,$100M,https://www.growjo.com/company/Urovant_Sciences,https://www.indeed.com/jobs?q=company%3A(Urovant Sciences),289%,For Contact Direct Phone Numbers and Emails see Lead411
Strive Health,strivehealth.com,Denver,CO,United States,162,http://www.linkedin.com/company/strive-health,2018,Hospital/Healthcare,117,172,43740000,45,,,,,,$220M,https://www.growjo.com/company/Strive_Health,https://www.indeed.com/jobs?q=company%3A(Strive Health),212%,For Contact Direct Phone Numbers and Emails see Lead411
STORD,stord.com,Atlanta,GA,United States,158,http://www.linkedin.com/company/stord,2016,Logistics,118,550,48190000,47,"logistics, supply chain, fulfillment, freight, warehousing, saas","Founders Fund, Kleiner Perkins",,,200,$115.2M,https://www.growjo.com/company/STORD,https://www.indeed.com/jobs?q=company%3A(STORD),123%,For Contact Direct Phone Numbers and Emails see Lead411
MANTL,mantl.com,New York,NY,United States,77,http://www.linkedin.com/company/mantl,2016,Fintech,119,2104,10010000,14,"B2B, Banking, Finance Technology, Credit Unions",,,,,$62.3M,https://www.growjo.com/company/MANTL,https://www.indeed.com/jobs?q=company%3A(MANTL),103%,For Contact Direct Phone Numbers and Emails see Lead411
Vivun,vivun.com,Oakland,CA,United States,59,http://www.linkedin.com/company/vivun,2018,Support/CRM Tech,120,,8555000,13,saas,,,,,$56M,https://www.growjo.com/company/Vivun,https://www.indeed.com/jobs?q=company%3A(Vivun),211%,For Contact Direct Phone Numbers and Emails see Lead411
GetStream.io,getstream.io,Boulder,CO,United States,104,http://www.linkedin.com/company/getstream-io,2014,DevOps,121,1740,9715000,8,"devops, saas",,,,,$58.1M,https://www.growjo.com/company/GetStream.io,https://www.indeed.com/jobs?q=company%3A(GetStream.io),197%,For Contact Direct Phone Numbers and Emails see Lead411
Stream,getstream.io,Boulder,CO,United States,104,http://www.linkedin.com/company/getstream,2015,DevOps,122,,,8,"devops, saas",,,,,$58.1M,https://www.growjo.com/company/Stream,https://www.indeed.com/jobs?q=company%3A(Stream),197%,For Contact Direct Phone Numbers and Emails see Lead411
Section4,section4.com,New York,NY,United States,62,http://www.linkedin.com/company/sectionfour,2018,EdTech,123,,10230000,1,Digital Media,,,,,$37M,https://www.growjo.com/company/Section4,https://www.indeed.com/jobs?q=company%3A(Section4),288%,For Contact Direct Phone Numbers and Emails see Lead411
K Health,khealth.ai,New York,NY,United States,223,http://www.linkedin.com/company/khealthinc,2016,Digital Health,124,343,23200000,21,saas,"Max Ventures, Mangrove Capital Partners, 14W",,,1500000000,$271.3M,https://www.growjo.com/company/K_Health,https://www.indeed.com/jobs?q=company%3A(K Health),51%,For Contact Direct Phone Numbers and Emails see Lead411
Gravy,gravysolutions.io,Cumming,,,95,http://www.linkedin.com/company/gravysolutions,2017,Fintech,125,1947,12350000,5,,,,,,$7M,https://www.growjo.com/company/Gravy,https://www.indeed.com/jobs?q=company%3A(Gravy),111%,For Contact Direct Phone Numbers and Emails see Lead411
Forethought,forethought.ai,San Francisco,CA,United States,79,http://www.linkedin.com/company/forethought-ai,2017,AI,126,,6525000,24,SaaS,,,,,,https://www.growjo.com/company/Forethought,https://www.indeed.com/jobs?q=company%3A(Forethought),259%,For Contact Direct Phone Numbers and Emails see Lead411
Extend,extend.com,San Francisco,CA,United States,146,http://www.linkedin.com/company/hiextend,2019,Salestech,127,14,11890000,41,Developer APIs,,,,,$56.4M,https://www.growjo.com/company/Extend,https://www.indeed.com/jobs?q=company%3A(Extend),175%,For Contact Direct Phone Numbers and Emails see Lead411
Uniphore,uniphore.com,Palo Alto ,CA,United States,379,http://www.linkedin.com/company/uniphore,2008,AI,128,713,45820000,114,saas,,,,,$220.9M,https://www.growjo.com/company/Uniphore,https://www.indeed.com/jobs?q=company%3A(Uniphore),41%,For Contact Direct Phone Numbers and Emails see Lead411
Shopmonkey.io,shopmonkey.io,San Jose,CA,United States,88,http://www.linkedin.com/company/shopmonkey,2017,Tech Services,129,256,12760000,15,saas,,,,,$35M,https://www.growjo.com/company/Shopmonkey.io,https://www.indeed.com/jobs?q=company%3A(Shopmonkey.io),184%,For Contact Direct Phone Numbers and Emails see Lead411
Cresco Labs,crescolabs.com,Chicago,IL,United States,831,http://www.linkedin.com/company/cresco-labs,2014,Cannabis,130,11,224370000,171,"Healthcare, Medical, Pharmaceuticals, Consumer Goods, Canada",,,,,$522.5M,https://www.growjo.com/company/Cresco_Labs,https://www.indeed.com/jobs?q=company%3A(Cresco Labs),25%,For Contact Direct Phone Numbers and Emails see Lead411
Nikola Motor Company,nikolamotor.com,Phoenix,AZ,United States,498,http://www.linkedin.com/company/nikola-motor-company,2015,Automotive,131,120,1000000,144,Electric Vehicles,,,,,$2.5B,https://www.growjo.com/company/Nikola_Motor_Company,https://www.indeed.com/jobs?q=company%3A(Nikola Motor Company),99%,For Contact Direct Phone Numbers and Emails see Lead411
Slync.io,slync.io,Dallas,TX,United States,67,http://www.linkedin.com/company/slyncio,2017,Tech Services,132,3596,9715000,13,"Supply Chain Management, Data Integration, Logistics, Workflow",,,,,$75.9M,https://www.growjo.com/company/Slync.io,https://www.indeed.com/jobs?q=company%3A(Slync.io),179%,For Contact Direct Phone Numbers and Emails see Lead411
