company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Eastern Energy Services,eastern-tools.com,Laurel,MS,United States,85,http://www.linkedin.com/company/eastern-energy-services-inc,1993,Energy/Oil,2307,5202,20825000,1,,,,,,,https://www.growjo.com/company/Eastern_Energy_Services,https://www.indeed.com/jobs?q=company%3A(Eastern Energy Services),118%,For Contact Direct Phone Numbers and Emails see Lead411
Social Notebook Digital Marketing Agency,socialnotebook.in,Noida,,India,54,http://www.linkedin.com/company/socialnotebook,2019,Marketing,2308,2406,13500000,1,,,,,,,https://www.growjo.com/company/Social_Notebook_Digital_Marketing_Agency,https://www.indeed.com/jobs?q=company%3A(Social Notebook Digital Marketing Agency),157%,For Contact Direct Phone Numbers and Emails see Lead411
FlexStaff Careers,flexstaff.org,Lake Success,NY,United States,54,http://www.linkedin.com/company/flexstaff-careers,2015,Hospital/Healthcare,2309,,14580000,1,,,,,,,https://www.growjo.com/company/FlexStaff_Careers,https://www.indeed.com/jobs?q=company%3A(FlexStaff Careers),157%,For Contact Direct Phone Numbers and Emails see Lead411
Gaea21,gaea21.org,Petit-Lancy,,Switzerland,212,http://www.linkedin.com/company/gaea21,2005,Environmental,2310,2553,44520000,1,,,,,,,https://www.growjo.com/company/Gaea21,https://www.indeed.com/jobs?q=company%3A(Gaea21),119%,For Contact Direct Phone Numbers and Emails see Lead411
Thought Machine,thoughtmachine.net,London,ENG,UK,459,http://www.linkedin.com/company/thought-machine,2014,Fintech,2311,2833,59670000,20,"Banking,Data Storage,Finance,Information Security,Mobile,Payments,Security,Storage",,,B2B,,$148.6M,https://www.growjo.com/company/Thought_Machine,https://www.indeed.com/jobs?q=company%3A(Thought Machine),54%,For Contact Direct Phone Numbers and Emails see Lead411
Inner City Health Associates,icha-toronto.ca,Toronto,ON,CAN,74,http://www.linkedin.com/company/innercityhealthassociates,,Hospital/Healthcare,2312,1621,19980000,1,,,,,,,https://www.growjo.com/company/Inner_City_Health_Associates,https://www.indeed.com/jobs?q=company%3A(Inner City Health Associates),118%,For Contact Direct Phone Numbers and Emails see Lead411
Religion of Sports,religionofsports.com,Santa Monica,CA,United States,166,http://www.linkedin.com/company/religion-of-sports,2017,Media,2313,2034,34030000,1,"Digital Media, Sports, Film Production, TV Production, Podcasting",,,,,$13M,https://www.growjo.com/company/Religion_of_Sports,https://www.indeed.com/jobs?q=company%3A(Religion of Sports),47%,For Contact Direct Phone Numbers and Emails see Lead411
Prospect Medical Holdings,pmh.com,Culver City,CA,United States,575,http://www.linkedin.com/company/prospect-medical,1996,Hospital/Healthcare,2314,2803,155250000,1,,,,,,,https://www.growjo.com/company/Prospect_Medical_Holdings,https://www.indeed.com/jobs?q=company%3A(Prospect Medical Holdings),5%,For Contact Direct Phone Numbers and Emails see Lead411
Advanced Systems Concepts,advsyscon.com,Morristown,,,80,http://www.linkedin.com/company/advanced-systems-concepts-inc-,1981,Tech Services,2315,6872,11600000,1,,,,,,,https://www.growjo.com/company/Advanced_Systems_Concepts,https://www.indeed.com/jobs?q=company%3A(Advanced Systems Concepts),18%,For Contact Direct Phone Numbers and Emails see Lead411
Marinus Pharma,marinuspharma.com,Radnor,PA,United States,76,http://www.linkedin.com/company/marinuspharma,,Pharma,2316,,,1,,,,,,$151.8M,https://www.growjo.com/company/Marinus_Pharma,https://www.indeed.com/jobs?q=company%3A(Marinus Pharma),46%,For Contact Direct Phone Numbers and Emails see Lead411
Airbase,airbase.com,San Francisco,CA,United States,89,http://www.linkedin.com/company/airbaseinc,2017,Fintech,2317,445,11570000,12,saas,,,,,$30.5M,https://www.growjo.com/company/Airbase,https://www.indeed.com/jobs?q=company%3A(Airbase),35%,For Contact Direct Phone Numbers and Emails see Lead411
Fractal Enterprises,fractalenterprises.in,HYDERABAD,,India,249,http://www.linkedin.com/company/fractal-enterprises,2019,Tech Services,2318,5248,36105000,1,,,,,,,https://www.growjo.com/company/Fractal_Enterprises,https://www.indeed.com/jobs?q=company%3A(Fractal Enterprises),118%,For Contact Direct Phone Numbers and Emails see Lead411
Mirimus,mirimus.com,Brooklyn,NY,United States,41,http://www.linkedin.com/company/mirimus,2011,Biotech,2319,,6355000,1,,,,,,,https://www.growjo.com/company/Mirimus,https://www.indeed.com/jobs?q=company%3A(Mirimus),156%,For Contact Direct Phone Numbers and Emails see Lead411
PandaDoc,pandadoc.com,San Francisco,CA,United States,462,http://www.linkedin.com/company/pandadoc,2011,Martech,2320,2812,54520000,1,saas,,,,,$51.1M,https://www.growjo.com/company/PandaDoc,https://www.indeed.com/jobs?q=company%3A(PandaDoc),57%,For Contact Direct Phone Numbers and Emails see Lead411
Sanity.io,sanity.io,San Francisco,CA,United States,50,http://www.linkedin.com/company/sanity-io,2015,DevOps,2321,,3915000,1,saas,,,,,$12.8M,https://www.growjo.com/company/Sanity.io,https://www.indeed.com/jobs?q=company%3A(Sanity.io),85%,For Contact Direct Phone Numbers and Emails see Lead411
SKOUT CYBERSECURITY,getskout.com,New York,NY,Norway,102,http://www.linkedin.com/company/lassenteret,2013,IT Security,2322,3097,20808000,4,"Small and Medium Businesses, Network Security, Cyber Security, Computers",,,,,$25M,https://www.growjo.com/company/SKOUT_CYBERSECURITY,https://www.indeed.com/jobs?q=company%3A(SKOUT CYBERSECURITY),44%,For Contact Direct Phone Numbers and Emails see Lead411
Captable.io,ltse.com, San Francisco,CA ,United States,73,http://www.linkedin.com/company/the-long-term-stock-exchange,2015,Fintech,2323,2309,9490000,1,"Financial Services, Business Services, Payments, Consulting, Financial Exchanges, Startups, Stock Exchanges, Finance Technology",,,,,$69.4M,https://www.growjo.com/company/Captable.io,https://www.indeed.com/jobs?q=company%3A(Captable.io),46%,For Contact Direct Phone Numbers and Emails see Lead411
3DLOOK,3dlook.me,San Mateo,CA,United States,73,http://www.linkedin.com/company/3dlook,2016,Digital Health,2324,2660,8265000,1,saas,u.ventures,,,,$11.2M,https://www.growjo.com/company/3DLOOK,https://www.indeed.com/jobs?q=company%3A(3DLOOK),46%,For Contact Direct Phone Numbers and Emails see Lead411
Entrada Therapeutics,entradatx.com,Boston,MA,United States,58,http://www.linkedin.com/company/entradatx,2016,Biotech,2325,4267,8990000,1,,,,,,$175.6M,https://www.growjo.com/company/Entrada_Therapeutics,https://www.indeed.com/jobs?q=company%3A(Entrada Therapeutics),57%,For Contact Direct Phone Numbers and Emails see Lead411
SimpliField,simplifield.com,Paris,AZL,France,64,http://www.linkedin.com/company/simplifield,2013,Tech Services,2326,2153,9280000,3,saas,,,,,$15.5M,https://www.growjo.com/company/SimpliField,https://www.indeed.com/jobs?q=company%3A(SimpliField),0%,For Contact Direct Phone Numbers and Emails see Lead411
Harvard Business School Online,online.hbs.edu,Boston,MA,United States,251,http://www.linkedin.com/company/onlinehbs,2014,Learning,2327,7379,41415000,1,,,,,,,https://www.growjo.com/company/Harvard_Business_School_Online,https://www.indeed.com/jobs?q=company%3A(Harvard Business School Online),118%,For Contact Direct Phone Numbers and Emails see Lead411
Eagle Eye Networks,een.com,Austin,TX,United States,229,http://www.linkedin.com/company/eagleeyenetworks,2012,Security,2328,,39846000,1,"Data Storage,Information Security,Physical Security,Security,Storage",,,B2B,,$95M,https://www.growjo.com/company/Eagle_Eye_Networks,https://www.indeed.com/jobs?q=company%3A(Eagle Eye Networks),47%,For Contact Direct Phone Numbers and Emails see Lead411
SecurityAdvisor,securityadvisor.io,Sunnyvale,CA,,35,http://www.linkedin.com/company/securityadvisor,2018,IT Security,2329,,7140000,1,,,,,,$7.3M,https://www.growjo.com/company/SecurityAdvisor,https://www.indeed.com/jobs?q=company%3A(SecurityAdvisor),84%,For Contact Direct Phone Numbers and Emails see Lead411
TapRm,taprm.com,Brooklyn,NY,United States,35,http://www.linkedin.com/company/taprm,2018,Consumer,2330,,8785000,1,New York,,,,,$1.5M,https://www.growjo.com/company/TapRm,https://www.indeed.com/jobs?q=company%3A(TapRm),84%,For Contact Direct Phone Numbers and Emails see Lead411
TapestryHealth,tapestrytelehealth.com,Stratford,CT,,35,http://www.linkedin.com/company/tapestry-telehealth,2017,Hospital/Healthcare,2331,,9450000,1,,,,,,,https://www.growjo.com/company/TapestryHealth,https://www.indeed.com/jobs?q=company%3A(TapestryHealth),84%,For Contact Direct Phone Numbers and Emails see Lead411
Greenwood,bankgreenwood.com,Atlanta,GA,,70,http://www.linkedin.com/company/bankgreenwood,2020,Banking,2332,,14700000,1,,,,,,$43M,https://www.growjo.com/company/Greenwood,https://www.indeed.com/jobs?q=company%3A(Greenwood),46%,For Contact Direct Phone Numbers and Emails see Lead411
Loft Orbital,loftorbital.com,San Francisco,CA,United States,70,http://www.linkedin.com/company/loft-orbital-solutions,2016,Defense,2333,1665,21560000,1,"Aerospace, Unified Communication, Satellite Manufacturing, Space Satellites",,,,,$16.2M,https://www.growjo.com/company/Loft_Orbital,https://www.indeed.com/jobs?q=company%3A(Loft Orbital),46%,For Contact Direct Phone Numbers and Emails see Lead411
Hello Heart,helloheart.com,Palo Alto,CA,United States,87,http://www.linkedin.com/company/hello-doctor-ltd-,2013,Digital Health,2334,247,18090000,2,"Fitness and Wellness,Healthcare,Mobile,Pharmaceuticals",BlueRun Ventures,,B2C,,$23.2M,https://www.growjo.com/company/Hello_Heart,https://www.indeed.com/jobs?q=company%3A(Hello Heart),45%,For Contact Direct Phone Numbers and Emails see Lead411
o9 Solutions,o9solutions.com,Dallas,TX,United States,901,http://www.linkedin.com/company/o9solutions,2009,Business Intelligence,2335,1868,89610000,8,"saas, Analytics,Enterprise Software,Human Resources Hr,Marketing,Marketing Analytics,Retail",KKR,,B2B,1000000000,$122M,https://www.growjo.com/company/o9_Solutions,https://www.indeed.com/jobs?q=company%3A(o9 Solutions),78%,For Contact Direct Phone Numbers and Emails see Lead411
EdiGene Inc.,edigene.com,Beijing,Beijing,,31,http://www.linkedin.com/company/edigene,2015,Biotech,2336,,4805000,1,,,,,,$179.7M,https://www.growjo.com/company/EdiGene_Inc.,https://www.indeed.com/jobs?q=company%3A(EdiGene Inc.),41%,For Contact Direct Phone Numbers and Emails see Lead411
Genesis Global Technology,genesis.global,New York,NY,United States,64,http://www.linkedin.com/company/genesis-global-technology,2012,Fintech,2337,2367,8320000,1,,"Tribeca Angels, Illuminate Financial",,,,$49.8M,https://www.growjo.com/company/Genesis_Global_Technology,https://www.indeed.com/jobs?q=company%3A(Genesis Global Technology),45%,For Contact Direct Phone Numbers and Emails see Lead411
heyday.ai,heyday.ai,Montrￃﾃￂﾩal,,,64,http://www.linkedin.com/company/heyday.ai,2017,Tech Services,2338,4801,9280000,1,saas,,,,,$8.5M,https://www.growjo.com/company/heyday.ai,https://www.indeed.com/jobs?q=company%3A(heyday.ai),45%,For Contact Direct Phone Numbers and Emails see Lead411
Confluent Health,goconfluent.com,Louisville,KY,United States,136,http://www.linkedin.com/company/confluenthealth,,Health,2339,2393,36720000,29,"Fitness and Wellness,Healthcare,Pharmaceuticals,Physical Security,Security",,,,,,https://www.growjo.com/company/Confluent_Health,https://www.indeed.com/jobs?q=company%3A(Confluent Health),27%,For Contact Direct Phone Numbers and Emails see Lead411
Ashling Partners,ashlingpartners.com,Chicago,IL,United States,100,http://www.linkedin.com/company/ashlingpartners,2017,Tech Services,2340,981,14500000,1,,,,,,,https://www.growjo.com/company/Ashling_Partners,https://www.indeed.com/jobs?q=company%3A(Ashling Partners),117%,For Contact Direct Phone Numbers and Emails see Lead411
Dr. Squatch Soap Co.,drsquatch.com,,,United States,100,http://www.linkedin.com/company/dr-squatch-soap-co-,,Consumer,2341,,25100000,1,,,,,,,https://www.growjo.com/company/Dr._Squatch_Soap_Co.,https://www.indeed.com/jobs?q=company%3A(Dr. Squatch Soap Co.),117%,For Contact Direct Phone Numbers and Emails see Lead411
Sightline Payments,sightlinepayments.com,Las Vegas,NV,United States,61,http://www.linkedin.com/company/sightline-payments,2010,Finance,2342,,12810000,1,,,,,,$103.2M,https://www.growjo.com/company/Sightline_Payments,https://www.indeed.com/jobs?q=company%3A(Sightline Payments),45%,For Contact Direct Phone Numbers and Emails see Lead411
ZIGRAM,zigram.tech,Gurugram,,India,137,http://www.linkedin.com/company/zigram,2018,Tech Services,2343,4949,19865000,1,,,,,,,https://www.growjo.com/company/ZIGRAM,https://www.indeed.com/jobs?q=company%3A(ZIGRAM),117%,For Contact Direct Phone Numbers and Emails see Lead411
Staffbase,staffbase.com,"Chemnitz,",,Germany,319,http://www.linkedin.com/company/staffbase,2014,Tech Services,2344,6708,46255000,42,saas,,,,,$190.8M,https://www.growjo.com/company/Staffbase,https://www.indeed.com/jobs?q=company%3A(Staffbase),10%,For Contact Direct Phone Numbers and Emails see Lead411
DOSFARMA,dosfarma.com,Cartagena,,United States,113,http://www.linkedin.com/company/dosfarma,2013,Health,2345,5081,30510000,1,,,,,,,https://www.growjo.com/company/DOSFARMA,https://www.indeed.com/jobs?q=company%3A(DOSFARMA),117%,For Contact Direct Phone Numbers and Emails see Lead411
Veho,shipveho.com,San Francisco,CA,United States,65,http://www.linkedin.com/company/shipveho,2016,Consumer,2346,,16315000,1,"Crowdsourcing, Technology, Logistics",,,,,,https://www.growjo.com/company/Veho,https://www.indeed.com/jobs?q=company%3A(Veho),117%,For Contact Direct Phone Numbers and Emails see Lead411
Plannuh,plannuh.com,Boston,MA,,33,http://www.linkedin.com/company/plannuh-inc.,2017,Tech Services,2347,,4785000,1,,,,,,$4M,https://www.growjo.com/company/Plannuh,https://www.indeed.com/jobs?q=company%3A(Plannuh),83%,For Contact Direct Phone Numbers and Emails see Lead411
Creature,creaturebuilds.com,Birmingham,AL,United States,46,http://www.linkedin.com/company/creaturebuilds,1997,Construction,2348,,13340000,1,,,,,,,https://www.growjo.com/company/Creature,https://www.indeed.com/jobs?q=company%3A(Creature),156%,For Contact Direct Phone Numbers and Emails see Lead411
LIMITLESS Technology Limited,limitlesstech.com,London,ENG,UK,80,http://www.linkedin.com/company/limitless-technology-limited,2016,Tech Services,2349,,11600000,1,,,,,,$20.5M,https://www.growjo.com/company/LIMITLESS_Technology_Limited,https://www.indeed.com/jobs?q=company%3A(LIMITLESS Technology Limited),45%,For Contact Direct Phone Numbers and Emails see Lead411
Jumpstart,jumpstart.me,San Francisco,CA,United States,80,http://www.linkedin.com/company/jumpstart.me,2017,Tech Services,2350,1979,11600000,1,,,,,,$12.7M,https://www.growjo.com/company/Jumpstart,https://www.indeed.com/jobs?q=company%3A(Jumpstart),45%,For Contact Direct Phone Numbers and Emails see Lead411
Interos,interos.net,Arlington,VA ,United States,174,http://www.linkedin.com/company/interos-inc,2005,Tech Services,2351,2868,25230000,1,saas,,,,,$28.4M,https://www.growjo.com/company/Interos,https://www.indeed.com/jobs?q=company%3A(Interos),118%,For Contact Direct Phone Numbers and Emails see Lead411
Complete Solar,CompleteSolar.com,San Mateo,CA,United States,83,http://www.linkedin.com/company/complete-solar-solution,2010,Environmental,2352,4863,17430000,1,,,,,,$14M,https://www.growjo.com/company/Complete_Solar,https://www.indeed.com/jobs?q=company%3A(Complete Solar),17%,For Contact Direct Phone Numbers and Emails see Lead411
Elation Health,elationhealth.com,San Francisco,CA,United States,121,http://www.linkedin.com/company/elationhealth,2010,Digital Health,2353,,32670000,1,"Healthcare, Medical, Health Care Information Technology, Personal Health, Physicians",,,,,$58.5M,https://www.growjo.com/company/Elation_Health,https://www.indeed.com/jobs?q=company%3A(Elation Health),46%,For Contact Direct Phone Numbers and Emails see Lead411
ePayPolicy,epaypolicy.com,Austin,TX,United States,46,http://www.linkedin.com/company/epaypolicy,2014,Insurance,2354,960,10120000,1,,,,,,,https://www.growjo.com/company/ePayPolicy,https://www.indeed.com/jobs?q=company%3A(ePayPolicy),84%,For Contact Direct Phone Numbers and Emails see Lead411
Coverfly,coverfly.io,Los Angeles,CA,United States,187,http://www.linkedin.com/company/coverfly,2014,Entertainment,2355,2969,38335000,1,,,,,,,https://www.growjo.com/company/Coverfly,https://www.indeed.com/jobs?q=company%3A(Coverfly),117%,For Contact Direct Phone Numbers and Emails see Lead411
Microblink,microblink.com,London,ENG,UK,140,http://www.linkedin.com/company/microblink,2014,EdTech,2356,7568,20300000,1,"Mobile, Education, Computer Vision",,,,,$60M,https://www.growjo.com/company/Microblink,https://www.indeed.com/jobs?q=company%3A(Microblink),46%,For Contact Direct Phone Numbers and Emails see Lead411
Definitive Healthcare,definitivehc.com,Framingham,MA,United States,538,http://www.linkedin.com/company/definitive-healthcare-llc,,Analytics,2357,2669,71340000,19,"Enterprise Software,Health It,Healthcare,Medical Diagnostics, saas",Spectrum Equity,,B2B,,,https://www.growjo.com/company/Definitive_Healthcare,https://www.indeed.com/jobs?q=company%3A(Definitive Healthcare),29%,For Contact Direct Phone Numbers and Emails see Lead411
SUPER73,super73.com,Irvine,CA,United States,59,http://www.linkedin.com/company/super73,2016,Consumer,2358,,14809000,1,"Electric Vehicles, Transportation, Lifestyle Products, Urban Mobility",,,,,$29.5M,https://www.growjo.com/company/SUPER73,https://www.indeed.com/jobs?q=company%3A(SUPER73),84%,For Contact Direct Phone Numbers and Emails see Lead411
Patriot Growth Insurance Services,patriotgis.com,Fort Washington,PA,United States,34,http://www.linkedin.com/company/patriot-growth-insurance-services,2019,Insurance,2359,,7480000,1,,,,,,,https://www.growjo.com/company/Patriot_Growth_Insurance_Services,https://www.indeed.com/jobs?q=company%3A(Patriot Growth Insurance Services),55%,For Contact Direct Phone Numbers and Emails see Lead411
PatientPoint®,patientpoint.com,Cincinnati,OH,Philippines,503,http://www.linkedin.com/company/patientpoint,1987,Marketing,2360,,125750000,1,Fitness and Wellness,,,B2B,,$140M,https://www.growjo.com/company/PatientPoint®,https://www.indeed.com/jobs?q=company%3A(PatientPoint®),4%,For Contact Direct Phone Numbers and Emails see Lead411
INSTANDA,instanda.com,London,ENG,UK,109,http://www.linkedin.com/company/instanda,,Fintech,2361,3001,14170000,23,SaaS,,,,,$28.1M,https://www.growjo.com/company/INSTANDA,https://www.indeed.com/jobs?q=company%3A(INSTANDA),27%,For Contact Direct Phone Numbers and Emails see Lead411
OpenGov,opengov.com,Redwood City,CA,United States,295,http://www.linkedin.com/company/opengov-inc,2012,EdTech,2362,2944,42775000,27,"SaaS,Analytics,Government,Human Resources Hr",,,B2B,,$128M,https://www.growjo.com/company/OpenGov,https://www.indeed.com/jobs?q=company%3A(OpenGov),9%,For Contact Direct Phone Numbers and Emails see Lead411
Moray East,morayoffshore.com,Edinburgh,,United Kingdom,91,http://www.linkedin.com/company/moray-east,,Environmental,2363,8007,19110000,1,,,,,,,https://www.growjo.com/company/Moray_East,https://www.indeed.com/jobs?q=company%3A(Moray East),117%,For Contact Direct Phone Numbers and Emails see Lead411
Claim Genius,claimgenius.com,Iselin,NJ,United States,71,http://www.linkedin.com/company/claims-genius-inc,2017,Tech Services,2364,3705,10295000,1,,,,,,$7.7M,https://www.growjo.com/company/Claim_Genius,https://www.indeed.com/jobs?q=company%3A(Claim Genius),45%,For Contact Direct Phone Numbers and Emails see Lead411
Altonomy,altonomy.com,Singapore,,,90,http://www.linkedin.com/company/altonomy,2018,Fintech,2365,2628,11700000,1,"Financial Services, Cryptocurrency, Fin Tech, Financial Technology, Blockchain / Cryptocurrency",,,,,$7M,https://www.growjo.com/company/Altonomy,https://www.indeed.com/jobs?q=company%3A(Altonomy),45%,For Contact Direct Phone Numbers and Emails see Lead411
ADAY,thisisaday.com,New York,NY,United States,34,http://www.linkedin.com/company/aday,2015,eCommerceTech,2366,2457,4930000,1,"E-Commerce, Fashion, Fitness, Active Lifestyle",,,,,$2M,https://www.growjo.com/company/ADAY,https://www.indeed.com/jobs?q=company%3A(ADAY),-3%,For Contact Direct Phone Numbers and Emails see Lead411
Cloud Chamber,cloudchamberstudios.com,Novato,CA,United States,104,http://www.linkedin.com/company/cloudchamber,2019,Gaming,2367,303,21008000,1,,,,,,,https://www.growjo.com/company/Cloud_Chamber,https://www.indeed.com/jobs?q=company%3A(Cloud Chamber),117%,For Contact Direct Phone Numbers and Emails see Lead411
KYKLO,kyklo-usa.com,New York City,NY,,44,http://www.linkedin.com/company/kyklo,2015,Tech Services,2368,,6380000,1,,,,,,$10.2M,https://www.growjo.com/company/KYKLO,https://www.indeed.com/jobs?q=company%3A(KYKLO),83%,For Contact Direct Phone Numbers and Emails see Lead411
Dear Media,dearmedia.com,Austin,TX,United States,44,http://www.linkedin.com/company/dear-media,,Media,2369,,9020000,1,,,,,,$8M,https://www.growjo.com/company/Dear_Media,https://www.indeed.com/jobs?q=company%3A(Dear Media),83%,For Contact Direct Phone Numbers and Emails see Lead411
Aptive Resources,aptiveresources.com,Alexandria,VA,United States,154,http://www.linkedin.com/company/aptive-resources,2008,Marketing,2370,2840,38500000,1,,,,,,,https://www.growjo.com/company/Aptive_Resources,https://www.indeed.com/jobs?q=company%3A(Aptive Resources),117%,For Contact Direct Phone Numbers and Emails see Lead411
Dtex Systems,dtexsystems.com,San Jose,CA,United States,83,http://www.linkedin.com/company/dtex-systems,2002,Tech Services,2371,3626,12035000,23,"Analytics,Enterprise Software,Human Resources Hr,Information Security,Physical Security,Security","Norwest Venture Partners, Wing Ventures",,B2B,,$57.5M,https://www.growjo.com/company/Dtex_Systems,https://www.indeed.com/jobs?q=company%3A(Dtex Systems),20%,For Contact Direct Phone Numbers and Emails see Lead411
DataChat Inc.,datachat.ai,Madison,WI,,31,http://www.linkedin.com/company/datachat,2017,Tech Services,2372,,4495000,1,,,,,,$4M,https://www.growjo.com/company/DataChat_Inc.,https://www.indeed.com/jobs?q=company%3A(DataChat Inc.),82%,For Contact Direct Phone Numbers and Emails see Lead411
Real,join-real.com,New York,NY,,31,http://www.linkedin.com/company/realnyc,2019,Health,2373,,8370000,1,,,,,,$31M,https://www.growjo.com/company/Real,https://www.indeed.com/jobs?q=company%3A(Real),82%,For Contact Direct Phone Numbers and Emails see Lead411
Omnify,getomnify.com,Mountain View,CA,United States,31,http://www.linkedin.com/company/omnify-inc,2016,Tech Services,2374,,4495000,1,saas,,,,,$150K,https://www.growjo.com/company/Omnify,https://www.indeed.com/jobs?q=company%3A(Omnify),82%,For Contact Direct Phone Numbers and Emails see Lead411
Envelop Risk,enveloprisk.com,London,London,,31,http://www.linkedin.com/company/envelop-risk,2016,Insurance,2375,,6820000,1,,,,,,$6M,https://www.growjo.com/company/Envelop_Risk,https://www.indeed.com/jobs?q=company%3A(Envelop Risk),82%,For Contact Direct Phone Numbers and Emails see Lead411
Hire Digital,hiredigital.com,New York,NY,United States,365,http://www.linkedin.com/company/hiredigitalco,2015,Tech Services,2376,,52925000,1,,,,,,,https://www.growjo.com/company/Hire_Digital,https://www.indeed.com/jobs?q=company%3A(Hire Digital),121%,For Contact Direct Phone Numbers and Emails see Lead411
Propeller Aero,propelleraero.com,Surry Hills,NSW,Australia,163,http://www.linkedin.com/company/propeller-aero,2014,Industrial,2377,835,57539000,3,"Geospatial, Surveying, Aerial Robotics ",Blackbird Ventures,,,,$32M,https://www.growjo.com/company/Propeller_Aero,https://www.indeed.com/jobs?q=company%3A(Propeller Aero),44%,For Contact Direct Phone Numbers and Emails see Lead411
Stockdale Capital Partners,stockdalecapital.com,Los Angeles,CA,United States,30,http://www.linkedin.com/company/stockdale-capital-partners-llc,,Real Estate,2378,,,1,,,,,,,https://www.growjo.com/company/Stockdale_Capital_Partners,https://www.indeed.com/jobs?q=company%3A(Stockdale Capital Partners),25%,For Contact Direct Phone Numbers and Emails see Lead411
Weave HQ,getweave.com,Lehi,UT,United States,684,http://www.linkedin.com/company/weave-communications,2008,Tech Services,2379,924,99180000,12,"Advertising,Mobile,Social Networking, saas",Lead Edge Capital,,B2B,,$168M,https://www.growjo.com/company/Weave_HQ,https://www.indeed.com/jobs?q=company%3A(Weave HQ),10%,For Contact Direct Phone Numbers and Emails see Lead411
Tibber,tibber.com,Fￃﾃￂﾸrde,,Norway,93,http://www.linkedin.com/company/tibber,2016,Consumer,2380,3907,23343000,1,,,,,,,https://www.growjo.com/company/Tibber,https://www.indeed.com/jobs?q=company%3A(Tibber),116%,For Contact Direct Phone Numbers and Emails see Lead411
Snappr,snappr.co,San Francisco,CA,United States,154,http://www.linkedin.com/company/snappr.co,2016,Photography,2381,2388,,1,,Y Combinator,Y Combinator,,,$13M,https://www.growjo.com/company/Snappr,https://www.indeed.com/jobs?q=company%3A(Snappr),17%,For Contact Direct Phone Numbers and Emails see Lead411
HackerU,hackeru.com,Ramat Gan,IL,United States,656,http://www.linkedin.com/company/hacker-u,2007,Education,2382,2257,118080000,1,,,,,,,https://www.growjo.com/company/HackerU,https://www.indeed.com/jobs?q=company%3A(HackerU),140%,For Contact Direct Phone Numbers and Emails see Lead411
Secure Code Warrior,securecodewarrior.com,Sydney,NSW,Australia,213,http://www.linkedin.com/company/secure-code-warrior,2014,EdTech,2383,832,35145000,29,saas,Paladin Capital Group,,,,$51.5M,https://www.growjo.com/company/Secure_Code_Warrior,https://www.indeed.com/jobs?q=company%3A(Secure Code Warrior),33%,For Contact Direct Phone Numbers and Emails see Lead411
KoRo,korodrogerie.de,Berlin,,Germany,119,http://www.linkedin.com/company/koro-drogerie,2016,Food,2384,7463,32130000,1,,,,,,,https://www.growjo.com/company/KoRo,https://www.indeed.com/jobs?q=company%3A(KoRo),116%,For Contact Direct Phone Numbers and Emails see Lead411
Geltor Inc.,geltor.com,San Leandro,CA,United States,81,http://www.linkedin.com/company/geltor-inc.,2015,Biotech,2385,1049,12555000,1,"Biotechnology, Consumer Goods, Advanced Materials, Food and Beverages, Synthetic Biology, Beauty, Nutraceutical, Cosmetics",,,,,$114.3M,https://www.growjo.com/company/Geltor_Inc.,https://www.indeed.com/jobs?q=company%3A(Geltor Inc.),59%,For Contact Direct Phone Numbers and Emails see Lead411
SignalWire,signalwire.com,Palo Alto,CA,United States,62,http://www.linkedin.com/company/signalwire,2017,Telecom,2386,2882,20150000,1,,,,,,$11.6M,https://www.growjo.com/company/SignalWire,https://www.indeed.com/jobs?q=company%3A(SignalWire),44%,For Contact Direct Phone Numbers and Emails see Lead411
1touch.io,1touch.io,Stamford,CT,United States,62,http://www.linkedin.com/company/1touch-io,2017,Tech Services,2387,3317,8990000,1,,,,,,$14M,https://www.growjo.com/company/1touch.io,https://www.indeed.com/jobs?q=company%3A(1touch.io),44%,For Contact Direct Phone Numbers and Emails see Lead411
Groove.co,groove.co,San Francisco,CA,United States,99,http://www.linkedin.com/company/groove.co,2013,DevOps,2388,3323,21170000,20,saas,,,,,$16M,https://www.growjo.com/company/Groove.co,https://www.indeed.com/jobs?q=company%3A(Groove.co),27%,For Contact Direct Phone Numbers and Emails see Lead411
Shaw Academy,shawacademy.com,,,Ireland,349,http://www.linkedin.com/company/shawacademy,2013,EdTech,2389,5074,57585000,1,"Education, E Learn",,,,,,https://www.growjo.com/company/Shaw_Academy,https://www.indeed.com/jobs?q=company%3A(Shaw Academy),121%,For Contact Direct Phone Numbers and Emails see Lead411
Digitech,digitechcomputer.com,Chappaqua,,,145,http://www.linkedin.com/company/digitech-computer-inc,1984,Tech Services,2390,4292,21025000,1,,,,,,,https://www.growjo.com/company/Digitech,https://www.indeed.com/jobs?q=company%3A(Digitech),45%,For Contact Direct Phone Numbers and Emails see Lead411
Eton Solutions LP,eton-solutions.com,Chapel Hill,NC,United States,138,http://www.linkedin.com/company/eton-solutions,2015,Tech Services,2391,1053,20010000,5,saas,,,,,$23.3M,https://www.growjo.com/company/Eton_Solutions_LP,https://www.indeed.com/jobs?q=company%3A(Eton Solutions LP),42%,For Contact Direct Phone Numbers and Emails see Lead411
